Organism ID	Organism Name	Accession	Name	Parent Database	Parent Accession	Parent Name	Accession Gene
9606	Homo sapiens	SRC250684	ankyrin repeat domain 30B	UniProt	Q9BXX2	Ankyrin repeat domain-containing protein 30B	ANKRD30B
9606	Homo sapiens	SRC250686	proliferating cell nuclear antigen	UniProt	P12004	Proliferating cell nuclear antigen	PCNA
9606	Homo sapiens	SRC250688	alpha 1 type VIII collagen	UniProt	P27658	Collagen alpha-1(VIII) chain	COL8A1
9606	Homo sapiens	SRC250689	topoisomerase (DNA) III alpha	UniProt	Q13472	DNA topoisomerase 3-alpha	TOP3A
9606	Homo sapiens	SRC250691	mitochondrial ribosomal protein L20	UniProt	Q9BYC9	39S ribosomal protein L20, mitochondrial	MRPL20
9606	Homo sapiens	SRC250726	NCK-associated protein 1-like	UniProt	P55160	Nck-associated protein 1-like	NCKAP1L
9606	Homo sapiens	SRC251105	CD23; Low affinity IgE receptor; Fc epsilon RII	UniProt	P06734	Low affinity immunoglobulin epsilon Fc receptor	FCER2
9606	Homo sapiens	SRC251191	thyroid stimulating hormone, beta	UniProt	P01222	Thyrotropin subunit beta	TSHB
9606	Homo sapiens	SRC251291	platelet glycoprotein IIIa	UniProt	P05106	Integrin beta-3	ITGB3
9606	Homo sapiens	SRC251312	cerebellar degeneration-related antigen 1	UniProt	P51861	Cerebellar degeneration-related antigen 1	CDR1
9606	Homo sapiens	SRC251316	kinectin	UniProt	Q86UP2	Kinectin	KTN1
9606	Homo sapiens	SRC251509	huntingtin	UniProt	P42858	Huntingtin	HTT
9606	Homo sapiens	SRC252091	IFN alpha 2	UniProt	P01579	Interferon gamma	IFNG
9606	Homo sapiens	SRC252094	Prion protein	UniProt	P04156	Major prion protein	PRNP
9606	Homo sapiens	SRC252130	kininogen-1 isoform 3	UniProt	P01042	Kininogen-1	KNG1
9606	Homo sapiens	SRC253586	thymosin beta-4, Y-chromosomal	UniProt	O14604	Thymosin beta-4, Y-chromosomal	TMSB4Y
9606	Homo sapiens	SRC253639	Sp110 nuclear body protein	UniProt	Q9HB58	Sp110 nuclear body protein	SP110
9606	Homo sapiens	SRC253744	Parathyroid hormone	UniProt	P01270	Parathyroid hormone	PTH
9606	Homo sapiens	SRC253980	RAS protein activator like-3	UniProt	Q86YV0	RAS protein activator like-3	RASAL3
9606	Homo sapiens	SRC253981	anoctamin-9	UniProt	A1A5B4	Anoctamin-9	ANO9
9606	Homo sapiens	SRC255414	60S ribosomal protein L22	UniProt	P35268	60S ribosomal protein L22	RPL22
9606	Homo sapiens	SRC255463	DENND3 protein	UniProt	A2RUS2	DENN domain-containing protein 3	DENND3
9606	Homo sapiens	SRC255466	dedicator of cytokinesis 6	UniProt	Q96HP0	Dedicator of cytokinesis protein 6	DOCK6
9606	Homo sapiens	SRC255582	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked, isoform CRA_a	UniProt	O15523	ATP-dependent RNA helicase DDX3Y	DDX3Y
9606	Homo sapiens	SRC256351	calsyntenin 3	UniProt	Q9BQT9	Calsyntenin-3	CLSTN3
9606	Homo sapiens	SRC257701	amphiregulin	UniProt	P15514	Amphiregulin	AREG
9606	Homo sapiens	SRC257702	rho GTPase-activating protein 4	UniProt	P98171	Rho GTPase-activating protein 4	ARHGAP4
9606	Homo sapiens	SRC257724	rho GTPase-activating protein 15	UniProt	Q53QZ3	Rho GTPase-activating protein 15	ARHGAP15
9606	Homo sapiens	SRC257751	rho GTPase-activating protein 25	UniProt	P42331	Rho GTPase-activating protein 25	ARHGAP25
9606	Homo sapiens	SRC257811	sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform a	UniProt	Q93084	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	ATP2A3
9606	Homo sapiens	SRC257878	CD52	UniProt	P31358	CAMPATH-1 antigen	CD52
9606	Homo sapiens	SRC257968	CD69	UniProt	Q07108	Early activation antigen CD69	CD69
9606	Homo sapiens	SRC257969	CD79b	UniProt	P40259	B-cell antigen receptor complex-associated protein beta chain	CD79B
9606	Homo sapiens	SRC258201	coronin-1A	UniProt	P31146	Coronin-1A	CORO1A
9606	Homo sapiens	SRC258231	carboxypeptidase, vitellogenic-like	UniProt	Q9H3G5	Probable serine carboxypeptidase CPVL	CPVL
9606	Homo sapiens	SRC258232	colony stimulating factor 3 receptor	UniProt	Q99062	Granulocyte colony-stimulating factor receptor	CSF3R
9606	Homo sapiens	SRC258233	dedicator of cytokinesis protein 2	UniProt	Q92608	Dedicator of cytokinesis protein 2	DOCK2
9606	Homo sapiens	SRC258234	docking protein 2	UniProt	O60496	Docking protein 2	DOK2
9606	Homo sapiens	SRC258235	dual specificity phosphatase 22	UniProt	Q9NRW4	Dual specificity protein phosphatase 22	DUSP22
9606	Homo sapiens	SRC258236	ecotropic viral integration site 2B	UniProt	P34910	Protein EVI2B	EVI2B
9606	Homo sapiens	SRC258478	zinc transporter 8	UniProt	Q8IWU4	Zinc transporter 8	SLC30A8
9606	Homo sapiens	SRC258534	GATA binding protein 2	UniProt	P23769	Endothelial transcription factor GATA-2	GATA2
9606	Homo sapiens	SRC258536	intercellular adhesion molecule 3	UniProt	P32942	Intercellular adhesion molecule 3	ICAM3
9606	Homo sapiens	SRC258540	integrin, alpha M	UniProt	P11215	Integrin alpha-M	ITGAM
9606	Homo sapiens	SRC258542	lymphocyte cytosolic protein 2	UniProt	Q13094	Lymphocyte cytosolic protein 2	LCP2
9606	Homo sapiens	SRC258543	lymphoid-restricted membrane protein	UniProt	Q12912	Lymphoid-restricted membrane protein	IRAG2
9606	Homo sapiens	SRC258544	lymphotoxin-beta isoform a	UniProt	Q06643	Lymphotoxin-beta	LTB
9606	Homo sapiens	SRC258545	tyrosine-protein kinase Lyn isoform B	UniProt	P07948	Tyrosine-protein kinase Lyn	LYN
9606	Homo sapiens	SRC258546	Mitogen-activated protein kinase kinase kinase kinase 1	UniProt	Q92918	Mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1
9606	Homo sapiens	SRC258547	DNA replication licensing factor MCM5	UniProt	P33992	DNA replication licensing factor MCM5	MCM5
9606	Homo sapiens	SRC258548	thrombopoietin receptor	UniProt	P40238	Thrombopoietin receptor	MPL
9606	Homo sapiens	SRC258550	neutrophil cytosol factor 4	UniProt	Q15080	Neutrophil cytosol factor 4	NCF4
9606	Homo sapiens	SRC258551	nuclear pore membrane glycoprotein 210	UniProt	Q8TEM1	Nuclear pore membrane glycoprotein 210	NUP210
9606	Homo sapiens	SRC258555	protein kinase C beta type isoform 2	UniProt	P05771	Protein kinase C beta type	PRKCB
9606	Homo sapiens	SRC258556	PH and SEC7 domain-containing protein 4	UniProt	Q8NDX1	PH and SEC7 domain-containing protein 4	PSD4
9606	Homo sapiens	SRC258557	proteasome subunit beta type-10	UniProt	P40306	Proteasome subunit beta type-10	PSMB10
9606	Homo sapiens	SRC258558	proteasome subunit beta type-8	UniProt	P28062	Proteasome subunit beta type-8	PSMB8
9606	Homo sapiens	SRC258559	RAS guanyl-releasing protein 2	UniProt	Q7LDG7	RAS guanyl-releasing protein 2	RASGRP2
9606	Homo sapiens	SRC258560	L-selectin	UniProt	P14151	L-selectin	SELL
9606	Homo sapiens	SRC258561	P-selectin glycoprotein ligand 1	UniProt	Q14242	P-selectin glycoprotein ligand 1	SELPLG
9606	Homo sapiens	SRC258563	suppressor of cytokine signaling 2	UniProt	O14508	Suppressor of cytokine signaling 2	SOCS2
9606	Homo sapiens	SRC258564	synaptogyrin 1a	UniProt	O43759	Synaptogyrin-1	SYNGR1
9606	Homo sapiens	SRC258565	zinc finger protein 36, C3H1 type-like 2	UniProt	Q07352	mRNA decay activator protein ZFP36L1	ZFP36L1
9606	Homo sapiens	SRC258627	CD37	UniProt	P11049	Leukocyte antigen CD37	CD37
9606	Homo sapiens	SRC258629	integrin alpha L	UniProt	P20701	Integrin alpha-L	ITGAL
9606	Homo sapiens	SRC263519	par-3 partitioning defective 3 homolog B	UniProt	Q8TEW0	Partitioning defective 3 homolog	PARD3
9606	Homo sapiens	SRC263551	Toll-like receptor 1	UniProt	Q15399	Toll-like receptor 1	TLR1
9606	Homo sapiens	SRC264987	melanocortin 1 receptor	UniProt	Q01726	Melanocyte-stimulating hormone receptor	MC1R
9606	Homo sapiens	SRC265215	BRCA1 associated RING domain 1	UniProt	Q99728	BRCA1-associated RING domain protein 1	BARD1
9606	Homo sapiens	SRC265235	aggrecan	UniProt	P16112	Aggrecan core protein	ACAN
9606	Homo sapiens	SRC265908	Tyrosine-protein kinase ABL1	UniProt	P00519	Tyrosine-protein kinase ABL1	ABL1
9606	Homo sapiens	SRC268294	Proteinase-activated receptor 4	UniProt	Q96RI0	Proteinase-activated receptor 4	F2RL3
9606	Homo sapiens	SRC268295	Retinoic acid receptor alpha	UniProt	P10276	Retinoic acid receptor alpha	RARA
9606	Homo sapiens	SRC268296	Myc proto-oncogene protein	UniProt	P01106	Myc proto-oncogene protein	MYC
9606	Homo sapiens	SRC268299	Tubulin beta chain	UniProt	P07437	Tubulin beta chain	TUBB
9606	Homo sapiens	SRC268300	Major vault protein	UniProt	Q14764	Major vault protein	MVP
9606	Homo sapiens	SRC268302	Histone H1.4	UniProt	P10412	Histone H1.4	H1-4
9606	Homo sapiens	SRC268303	Endoplasmin	UniProt	P14625	Endoplasmin	HSP90B1
9606	Homo sapiens	SRC269171	neuronal acetylcholine receptor subunit alpha-9	UniProt	Q9UGM1	Neuronal acetylcholine receptor subunit alpha-9	CHRNA9
9606	Homo sapiens	SRC269179	Uridine-cytidine kinase-like 1	UniProt	Q9NWZ5	Uridine-cytidine kinase-like 1	UCKL1
9606	Homo sapiens	SRC279637	Non-receptor tyrosine-protein kinase TYK2	UniProt	P29597	Non-receptor tyrosine-protein kinase TYK2	TYK2
9606	Homo sapiens	SRC279638	Alpha-1-antitrypsin	UniProt	P01009	Alpha-1-antitrypsin	SERPINA1
9606	Homo sapiens	SRC279653	plasminogen activator inhibitor 1 isoform 1 precursor	UniProt	P05121	Plasminogen activator inhibitor 1	SERPINE1
9606	Homo sapiens	SRC279944	Islet cell autoantigen 1	UniProt	Q05084	Islet cell autoantigen 1	ICA1
9606	Homo sapiens	SRC279945	Myelin basic protein	UniProt	P02686	Myelin basic protein	MBP
9606	Homo sapiens	SRC279952	Glutamate receptor ionotropic, NMDA 2A	UniProt	Q12879	Glutamate receptor ionotropic, NMDA 2A	GRIN2A
9606	Homo sapiens	SRC279953	Glyceraldehyde-3-phosphate dehydrogenase	UniProt	P04406	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH
9606	Homo sapiens	SRC279957	Tyrosinase	UniProt	P14679	Tyrosinase	TYR
9606	Homo sapiens	SRC279977	Myelin proteolipid protein	UniProt	P60201	Myelin proteolipid protein	PLP1
9606	Homo sapiens	SRC279983	Collagen alpha-3(IV) chain	UniProt	Q01955	Collagen alpha-3(IV) chain	COL4A3
9606	Homo sapiens	SRC279985	Tyrosine-protein phosphatase non-receptor type 11	UniProt	Q06124	Tyrosine-protein phosphatase non-receptor type 11	PTPN11
9606	Homo sapiens	SRC279997	Cytochrome P450 2D6	UniProt	P10635	Cytochrome P450 2D6	CYP2D6
9606	Homo sapiens	SRC280005	Carcinoembryonic antigen-related cell adhesion molecule 5	UniProt	P06731	Carcinoembryonic antigen-related cell adhesion molecule 5	CEACAM5
9606	Homo sapiens	SRC280010	Glutamate decarboxylase 1	UniProt	Q99259	Glutamate decarboxylase 1	GAD1
9606	Homo sapiens	SRC280012	Serine/threonine-protein kinase 38-like	UniProt	Q9Y2H1	Serine/threonine-protein kinase 38-like	STK38L
9606	Homo sapiens	SRC280038	Beta-2-glycoprotein 1	UniProt	P02749	Beta-2-glycoprotein 1	APOH
9606	Homo sapiens	SRC280045	Coagulation factor VIII	UniProt	P00451	Coagulation factor VIII	F8
9606	Homo sapiens	SRC280058	Band 3 anion transport protein	UniProt	P02730	Band 3 anion transport protein	SLC4A1
9606	Homo sapiens	SRC280060	Melanoma-associated antigen 3	UniProt	P43357	Melanoma-associated antigen 3	MAGEA3
9606	Homo sapiens	SRC280062	Low-density lipoprotein receptor	UniProt	P01130	Low-density lipoprotein receptor	LDLR
9606	Homo sapiens	SRC280073	Zona pellucida sperm-binding protein 3	UniProt	P21754	Zona pellucida sperm-binding protein 3	ZP3
9606	Homo sapiens	SRC280075	Macrophage migration inhibitory factor	UniProt	P14174	Macrophage migration inhibitory factor	MIF
9606	Homo sapiens	SRC280083	Histone H1.0	UniProt	P07305	Histone H1.0	H1-0
9606	Homo sapiens	SRC280085	Vascular endothelial growth factor B	UniProt	P49765	Vascular endothelial growth factor B	VEGFB
9606	Homo sapiens	SRC280088	HLA class II histocompatibility antigen gamma chain	UniProt	P04233	HLA class II histocompatibility antigen gamma chain	CD74
9606	Homo sapiens	SRC280090	60 kDa heat shock protein, mitochondrial	UniProt	P10809	60 kDa heat shock protein, mitochondrial	HSPD1
9606	Homo sapiens	SRC280092	CD48 antigen	UniProt	P09326	CD48 antigen	CD48
9606	Homo sapiens	SRC280097	Actin, cytoplasmic 2	UniProt	P63261	Actin, cytoplasmic 2	ACTG1
9606	Homo sapiens	SRC280098	Histone H2B type 2-E	UniProt	Q16778	Histone H2B type 2-E	H2BC21
9606	Homo sapiens	SRC280104	Epidermal growth factor receptor	UniProt	P00533	Epidermal growth factor receptor	EGFR
9606	Homo sapiens	SRC280105	Beta-2-microglobulin	UniProt	P61769	Beta-2-microglobulin	B2M
9606	Homo sapiens	SRC280112	Alpha-crystallin B chain	UniProt	P02511	Alpha-crystallin B chain	CRYAB
9606	Homo sapiens	SRC280114	Muscarinic acetylcholine receptor M3	UniProt	P20309	Muscarinic acetylcholine receptor M3	CHRM3
9606	Homo sapiens	SRC280119	Myosin-binding protein C, fast-type	UniProt	Q14324	Myosin-binding protein C, fast-type	MYBPC2
9606	Homo sapiens	SRC280121	U1 small nuclear ribonucleoprotein A	UniProt	P09012	U1 small nuclear ribonucleoprotein A	SNRPA
9606	Homo sapiens	SRC280122	Small nuclear ribonucleoprotein G	UniProt	P62308	Small nuclear ribonucleoprotein G	SNRPG
9606	Homo sapiens	SRC280123	Guanine nucleotide-binding protein G(o) subunit alpha	UniProt	P09471	Guanine nucleotide-binding protein G(o) subunit alpha	GNAO1
9606	Homo sapiens	SRC280129	60 kDa SS-A/Ro ribonucleoprotein	UniProt	P10155	60 kDa SS-A/Ro ribonucleoprotein	RO60
9606	Homo sapiens	SRC280144	60S ribosomal protein L13	UniProt	P26373	60S ribosomal protein L13	RPL13
9606	Homo sapiens	SRC280152	Septin-6	UniProt	Q14141	Septin-6	SEPTIN6
9606	Homo sapiens	SRC280155	Stromelysin-1	UniProt	P08254	Stromelysin-1	MMP3
9606	Homo sapiens	SRC280157	Fibrinogen alpha chain	UniProt	P02671	Fibrinogen alpha chain	FGA
9606	Homo sapiens	SRC280158	SH3 and multiple ankyrin repeat domains protein 3	UniProt	Q9BYB0	SH3 and multiple ankyrin repeat domains protein 3	SHANK3
9606	Homo sapiens	SRC280162	S-arrestin	UniProt	P10523	S-arrestin	SAG
9606	Homo sapiens	SRC280173	Cellular tumor antigen p53	UniProt	P04637	Cellular tumor antigen p53	TP53
9606	Homo sapiens	SRC280174	Fibrinogen beta chain	UniProt	P02675	Fibrinogen beta chain	FGB
9606	Homo sapiens	SRC280175	Filaggrin	UniProt	P20930	Filaggrin	FLG
9606	Homo sapiens	SRC280181	Follicle-stimulating hormone receptor	UniProt	P23945	Follicle-stimulating hormone receptor	FSHR
9606	Homo sapiens	SRC280182	Choriogonadotropin subunit beta	UniProt	P0DN86	Choriogonadotropin subunit beta 3	CGB8
9606	Homo sapiens	SRC280183	Pleckstrin	UniProt	P08567	Pleckstrin	PLEK
9606	Homo sapiens	SRC280187	Fms-related tyrosine kinase 3 ligand	UniProt	P49771	Fms-related tyrosine kinase 3 ligand	FLT3LG
9606	Homo sapiens	SRC280188	CD99 antigen	UniProt	P14209	CD99 antigen	CD99
9606	Homo sapiens	SRC280189	Retinol-binding protein 3	UniProt	P10745	Retinol-binding protein 3	RBP3
9606	Homo sapiens	SRC280190	Pro-cathepsin H	UniProt	P09668	Pro-cathepsin H	CTSH
9606	Homo sapiens	SRC280191	Coagulation factor IX	UniProt	P00740	Coagulation factor IX	F9
9606	Homo sapiens	SRC280198	Caspase-8	UniProt	Q14790	Caspase-8	CASP8
9606	Homo sapiens	SRC280207	Integrin beta-2	UniProt	P05107	Integrin beta-2	ITGB2
9606	Homo sapiens	SRC280210	Lysosomal-associated transmembrane protein 5	UniProt	Q13571	Lysosomal-associated transmembrane protein 5	LAPTM5
9606	Homo sapiens	SRC280218	Actin, gamma-enteric smooth muscle	UniProt	P63267	Actin, gamma-enteric smooth muscle	ACTG2
9606	Homo sapiens	SRC280222	NEDD4-binding protein 2	UniProt	Q86UW6	NEDD4-binding protein 2	N4BP2
9606	Homo sapiens	SRC280223	Oligodendrocyte-myelin glycoprotein	UniProt	P23515	Oligodendrocyte-myelin glycoprotein	OMG
9606	Homo sapiens	SRC280226	Dipeptidyl peptidase 1	UniProt	P53634	Dipeptidyl peptidase 1	CTSC
9606	Homo sapiens	SRC280227	Cation-independent mannose-6-phosphate receptor	UniProt	P11717	Cation-independent mannose-6-phosphate receptor	IGF2R
9606	Homo sapiens	SRC280228	Melanoma antigen preferentially expressed in tumors	UniProt	P78395	Melanoma antigen preferentially expressed in tumors	PRAME
9606	Homo sapiens	SRC280232	Gamma-interferon-inducible lysosomal thiol reductase	UniProt	P13284	Gamma-interferon-inducible lysosomal thiol reductase	IFI30
9606	Homo sapiens	SRC280233	Elongation factor 1-alpha 1	UniProt	P68104	Elongation factor 1-alpha 1	EEF1A1
9606	Homo sapiens	SRC280239	Heat shock 70 kDa protein 6	UniProt	P17066	Heat shock 70 kDa protein 6	HSPA6
9606	Homo sapiens	SRC280245	Desmoglein-1	UniProt	Q02413	Desmoglein-1	DSG1
9606	Homo sapiens	SRC280255	Chondroitin sulfate proteoglycan 4	UniProt	Q6UVK1	Chondroitin sulfate proteoglycan 4	CSPG4
9606	Homo sapiens	SRC280258	U1 small nuclear ribonucleoprotein 70 kDa	UniProt	P08621	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70
9606	Homo sapiens	SRC280262	Cytochrome c oxidase subunit 6C	UniProt	P09669	Cytochrome c oxidase subunit 6C	COX6C
9606	Homo sapiens	SRC280263	Erythropoietin receptor	UniProt	P19235	Erythropoietin receptor	EPOR
9606	Homo sapiens	SRC280264	Baculoviral IAP repeat-containing protein 5	UniProt	O15392	Baculoviral IAP repeat-containing protein 5	BIRC5
9606	Homo sapiens	SRC280265	ATP-binding cassette sub-family F member 3	UniProt	Q9NUQ8	ATP-binding cassette sub-family F member 3	ABCF3
9606	Homo sapiens	SRC280266	Glycophorin-A	UniProt	P02724	Glycophorin-A	GYPA
9606	Homo sapiens	SRC280271	Heterogeneous nuclear ribonucleoprotein C-like 1	UniProt	O60812	Heterogeneous nuclear ribonucleoprotein C-like 1	HNRNPCL1
9606	Homo sapiens	SRC280273	Muscarinic acetylcholine receptor M2	UniProt	P08172	Muscarinic acetylcholine receptor M2	CHRM2
9606	Homo sapiens	SRC280275	Melanocortin receptor 3	UniProt	P41968	Melanocortin receptor 3	MC3R
9606	Homo sapiens	SRC280278	PR domain zinc finger protein 1	UniProt	O75626	PR domain zinc finger protein 1	PRDM1
9606	Homo sapiens	SRC280279	Histone demethylase UTY	UniProt	O14607	Histone demethylase UTY	UTY
9606	Homo sapiens	SRC280281	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	UniProt	Q15027	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	ACAP1
9606	Homo sapiens	SRC280282	Mitochondrial folate transporter/carrier	UniProt	Q9H2D1	Mitochondrial folate transporter/carrier	SLC25A32
9606	Homo sapiens	SRC280283	Myelin-associated glycoprotein	UniProt	P20916	Myelin-associated glycoprotein	MAG
9606	Homo sapiens	SRC280284	Amyloid beta A4 protein	UniProt	P05067	Amyloid-beta precursor protein	APP
9606	Homo sapiens	SRC280286	C-C motif chemokine 3	UniProt	P10147	C-C motif chemokine 3	CCL3
9606	Homo sapiens	SRC280289	Acetylcholine receptor subunit alpha	UniProt	P02708	Acetylcholine receptor subunit alpha	CHRNA1
9606	Homo sapiens	SRC280293	DNA polymerase lambda	UniProt	Q9UGP5	DNA polymerase lambda	POLL
9606	Homo sapiens	SRC280506	glutamate receptor-interacting protein 1 isoform 1	UniProt	Q9Y3R0	Glutamate receptor-interacting protein 1	GRIP1
9606	Homo sapiens	SRC280510	apolipoprotein B-100 precursor	UniProt	P04114	Apolipoprotein B-100	APOB
9606	Homo sapiens	SRC280515	integrin alpha-1 precursor	UniProt	P56199	Integrin alpha-1	ITGA1
9606	Homo sapiens	SRC280516	cytochrome b-c1 complex subunit 6, mitochondrial	UniProt	P07919	Cytochrome b-c1 complex subunit 6, mitochondrial	UQCRH
9606	Homo sapiens	SRC280517	protein unc-13 homolog D	UniProt	Q70J99	Protein unc-13 homolog D	UNC13D
9606	Homo sapiens	SRC280636	SET binding factor 1	UniProt	O95248	Myotubularin-related protein 5	SBF1
9606	Homo sapiens	SRC280643	lupus La protein	UniProt	P05455	Lupus La protein	SSB
9606	Homo sapiens	SRC280650	alpha1A-voltage-dependent calcium channel	UniProt	O00555	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	CACNA1A
9606	Homo sapiens	SRC280653	Thyrotropin receptor	UniProt	P16473	Thyrotropin receptor	TSHR
9606	Homo sapiens	SRC280764	Transmembrane protein 132A	UniProt	Q24JP5	Transmembrane protein 132A	TMEM132A
9606	Homo sapiens	SRC280769	Disks large-associated protein 5	UniProt	Q15398	Disks large-associated protein 5	DLGAP5
9606	Homo sapiens	SRC280771	Golgi SNAP receptor complex member 2	UniProt	O14653	Golgi SNAP receptor complex member 2	GOSR2
9606	Homo sapiens	SRC280780	Dedicator of cytokinesis protein 9	UniProt	Q9BZ29	Dedicator of cytokinesis protein 9	DOCK9
9606	Homo sapiens	SRC280781	Integrin alpha-L	UniProt	P20701	Integrin alpha-L	ITGAL
9606	Homo sapiens	SRC282543	cytochrome c oxidase I	UniProt	P00395	Cytochrome c oxidase subunit 1	MT-CO1
9606	Homo sapiens	SRC282544	cytochrome c oxidase II	UniProt	P00403	Cytochrome c oxidase subunit 2	MT-CO2
9606	Homo sapiens	SRC283304	Myeloperoxidase	UniProt	P05164	Myeloperoxidase	MPO
9606	Homo sapiens	SRC283318	steroid 21-hydroxylase	UniProt	P08686	Steroid 21-hydroxylase	CYP21A2
9606	Homo sapiens	SRC288956	glutamate decarboxylase 2	UniProt	Q05329	Glutamate decarboxylase 2	GAD2
9606	Homo sapiens	SRC290055	apolipoprotein A-II	UniProt	P02652	Apolipoprotein A-II	APOA2
9606	Homo sapiens	SRC291026	Glutathione peroxidase 1	UniProt	P07203	Glutathione peroxidase 1	GPX1
9606	Homo sapiens	SRC292622	10 kDa heat shock protein	UniProt	P61604	10 kDa heat shock protein, mitochondrial	HSPE1
9606	Homo sapiens	SRC292636	proteasome subunit alpha type-7	UniProt	O14818	Proteasome subunit alpha type-7	PSMA7
9606	Homo sapiens	SRC293729	proteasome subunit beta type-3	UniProt	P49720	Proteasome subunit beta type-3	PSMB3
9606	Homo sapiens	SRC293740	granulins	UniProt	P28799	Progranulin	GRN
9606	Homo sapiens	SRC293741	transferrin receptor protein 1	UniProt	P02786	Transferrin receptor protein 1	TFRC
9606	Homo sapiens	SRC298312	Elongation factor 2	UniProt	P13639	Elongation factor 2	EEF2
9606	Homo sapiens	SRC298816	40S ribosomal protein S25	UniProt	P62851	40S ribosomal protein S25	RPS25
9606	Homo sapiens	SRC299079	salivary proline-rich protein 2	UniProt	P02812	Basic salivary proline-rich protein 2	PRB2
9606	Homo sapiens	SRC300	Integrin beta-3 precursor	UniProt	P05106	Integrin beta-3	ITGB3
9606	Homo sapiens	SRC300258	Citrate lyase beta like	UniProt	Q8N0X4	Citramalyl-CoA lyase, mitochondrial	CLYBL
9606	Homo sapiens	SRC300945	myosin-9	UniProt	P35579	Myosin-9	MYH9
9606	Homo sapiens	SRC301253	integrin alpha 4	UniProt	P13612	Integrin alpha-4	ITGA4
9606	Homo sapiens	SRC301254	lactoferrin	UniProt	P02788	Lactotransferrin	LTF
9606	Homo sapiens	SRC304905	tousled-like kinase 1	UniProt	Q9UKI8	Serine/threonine-protein kinase tousled-like 1	TLK1
