Species Key	Species ID	Species Label	Active Taxa	Group	Proteome ID	Proteome Taxon	Proteome Type	Species Name	Proteome Label	Updated
1076-Rhodopseudomonas-palustris	1076	Rhodopseudomonas palustris	1076, 316056	bacterium	UP000001426	258594	Representative	Rhodopseudomonas palustris	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	2024-07-15
1097-Chlorobaculum-tepidum	1097	Chlorobaculum tepidum	1097	bacterium	UP000001007	194439	Representative	Chlorobaculum tepidum	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS)	2024-07-15
1102-Prosthecochloris-aestuarii	1102	Prosthecochloris aestuarii	290512	bacterium	UP000002725	290512	Representative	Prosthecochloris aestuarii	Prosthecochloris aestuarii (strain DSM 271 / SK 413)	2024-07-15
1108-Chloroflexus-aurantiacus	1108	Chloroflexus aurantiacus	324602	bacterium	UP000002008	324602	Representative	Chloroflexus aurantiacus	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	2024-07-15
1206-Trichodesmium-erythraeum	1206	Trichodesmium erythraeum	203124	bacterium		1206	Orphans	Trichodesmium erythraeum	Trichodesmium erythraeum (strain IMS101)	2024-07-15
1254-Pediococcus-acidilactici	1254	Pediococcus acidilactici	1254	bacterium	UP000004470	862514	Representative	Pediococcus acidilactici	Pediococcus acidilactici DSM 20284	2024-07-15
1260-Finegoldia-magna	1260	Finegoldia magna	1260	bacterium	UP000001319	334413	Representative	Finegoldia magna	Finegoldia magna (strain ATCC 29328 / DSM 20472 / WAL 2508)	2024-07-15
1265-Ruminococcus-flavefaciens	1265	Ruminococcus flavefaciens	1265	bacterium	UP000019365	1341157	Representative	Ruminococcus flavefaciens	Ruminococcus flavefaciens 007c	2024-07-15
1270-Micrococcus-luteus	1270	Micrococcus luteus	1270	bacterium	UP000000738	465515	Representative	Micrococcus luteus	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230)	2024-07-15
1280-Staphylococcus-aureus	1280	Staphylococcus aureus	1280, 93061, 93062, 158879, 196620, 282458, 359787, 367830, 426430, 451515, 451516, 548470, 548473, 553583, 1193576, 1458279, 10001662, 10002129	bacterium	UP000008816	93061	Representative	Staphylococcus aureus	Staphylococcus aureus (strain NCTC 8325 / PS 47)	2024-07-15
1282-Staphylococcus-epidermidis	1282	Staphylococcus epidermidis	176279, 525374	bacterium	UP000000531	176279	Representative	Staphylococcus epidermidis	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	2024-07-15
1292-Staphylococcus-warneri	1292	Staphylococcus warneri	1292	bacterium	UP000240717	1292	Other	Staphylococcus warneri	Staphylococcus warneri	2024-07-15
1299-Deinococcus-radiodurans-Deinococcus-radiidurans	1299	Deinococcus radiodurans (Deinococcus radiidurans)	1299, 243230	bacterium	UP000002524	243230	Representative	Deinococcus radiodurans (Deinococcus radiidurans)	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / CCUG 27074 / LMG 4051 / NBRC 15346 / NCIMB 9279 / VKM B-1422 / R1)	2024-07-15
1302-Streptococcus-gordonii	1302	Streptococcus gordonii	1302	bacterium	UP000001131	467705	Representative	Streptococcus gordonii	Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288)	2024-07-15
1303-Streptococcus-oralis	1303	Streptococcus oralis	1303	bacterium	UP000004548	1095741	Other	Streptococcus oralis	Streptococcus oralis SK610	2024-07-15
1305-Streptococcus-sanguinis	1305	Streptococcus sanguinis	1305, 10001439	bacterium	UP000002148	388919	Representative	Streptococcus sanguinis	Streptococcus sanguinis (strain SK36)	2024-07-15
1307-Streptococcus-suis	1307	Streptococcus suis	1307	bacterium	UP000009077	568814	Representative	Streptococcus suis	Streptococcus suis (strain BM407)	2024-07-15
1309-Streptococcus-mutans	1309	Streptococcus mutans	1309, 210007, 857099, 1198676, 10000773	bacterium	UP000002512	210007	Representative	Streptococcus mutans	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	2024-07-15
1310-Streptococcus-sobrinus	1310	Streptococcus sobrinus	1310, 246202	bacterium	UP000016617	1227275	Other	Streptococcus sobrinus	Streptococcus sobrinus W1703	2024-07-15
1311-Streptococcus-agalactiae	1311	Streptococcus agalactiae	1311, 208435, 211110, 342614	bacterium	UP000000821	208435	Representative	Streptococcus agalactiae	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	2024-07-15
1313-Streptococcus-pneumoniae	1313	Streptococcus pneumoniae	1313, 170187, 171101, 373153, 914129	bacterium	UP000000585	170187	Representative	Streptococcus pneumoniae	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	2024-07-15
1314-Streptococcus-pyogenes	1314	Streptococcus pyogenes	1314, 160490, 160491, 186103, 286636, 301447, 301448, 301449, 301450, 301451, 301452, 342023, 404330, 404331, 410069, 10000542, 10000775, 10000776, 10000777, 10000778, 10000779, 10000780, 10000781, 10000782, 10000783, 10000784, 10000785, 10000786, 10000787, 10000788, 10000789, 10000790, 10000791, 10000792, 10000793, 10000794, 10000795, 10000796, 10000797, 10000798, 10000824	bacterium	UP000000750	301447	Representative	Streptococcus pyogenes	Streptococcus pyogenes serotype M1	2024-07-15
1317-Streptococcus-downei-Streptococcus-downensis	1317	Streptococcus downei (Streptococcus downensis)	1317	bacterium	UP000254082	764290	Representative	Streptococcus downei (Streptococcus downensis)	Streptococcus downei MFe28	2024-07-15
1320-Streptococcus-sp-group-G	1320	Streptococcus sp. 'group G'	1320	bacterium		1320	Orphans	Streptococcus sp. 'group G'	Streptococcus sp. group G	2024-07-15
1334-Streptococcus-dysgalactiae	1334	Streptococcus dysgalactiae	1334, 119602	bacterium	UP000249571	119602	Other	Streptococcus dysgalactiae	Streptococcus dysgalactiae subsp. equisimilis	2024-07-15
1336-Streptococcus-equi	1336	Streptococcus equi	1336	bacterium	UP000001368	553483	Other	Streptococcus equi	Streptococcus equi subsp. zooepidemicus (strain H70)	2024-07-15
1338-Streptococcus-intermedius	1338	Streptococcus intermedius	1338	bacterium	UP000016233	862967	Representative	Streptococcus intermedius	Streptococcus intermedius B196	2024-07-15
1349-Streptococcus-uberis	1349	Streptococcus uberis	1349	bacterium	UP000000449	218495	Representative	Streptococcus uberis	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	2024-07-15
1351-Enterococcus-faecalis	1351	Enterococcus faecalis	1351	bacterium	UP000001415	226185	Representative	Enterococcus faecalis	Enterococcus faecalis (strain ATCC 700802 / V583)	2024-07-15
1352-Enterococcus-faecium	1352	Enterococcus faecium	1352, 333849	bacterium	UP000003117	1134802	Other	Enterococcus faecium	Enterococcus faecium TX1337RF	2024-07-15
1358-Lactococcus-lactis	1358	Lactococcus lactis	1358	bacterium	UP000002196	272623	Representative	Lactococcus lactis	Lactococcus lactis subsp. lactis (strain IL1403)	2024-07-15
1359-Lactococcus-cremoris	1359	Lactococcus cremoris	272622	bacterium	UP000015854	1234876	Representative	Lactococcus cremoris	Lactococcus cremoris subsp. cremoris TIFN6	2024-07-15
1390-Bacillus-amyloliquefaciens	1390	Bacillus amyloliquefaciens	1390	bacterium	UP000020942	1457158	Other	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens EBL11	2024-07-15
1392-Bacillus-anthracis-anthrax	1392	Bacillus anthracis (anthrax)	1392, 191218, 198094, 212045, 260799, 261594, 405536, 486619, 486620, 486621, 486623, 486624, 568206, 592021	bacterium	UP000000594	1392	Representative	Bacillus anthracis (anthrax)	Bacillus anthracis	2024-07-15
1396-Bacillus-cereus	1396	Bacillus cereus	1396, 226900, 269801, 347495, 405531, 405532, 405533, 405917, 451707, 451708, 451709, 526974, 526977, 526979, 572264	bacterium	UP000001417	226900	Representative	Bacillus cereus	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	2024-07-15
1402-Bacillus-licheniformis	1402	Bacillus licheniformis	1402	bacterium	UP000000606	279010	Representative	Bacillus licheniformis	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	2024-07-15
1404-Priestia-megaterium	1404	Priestia megaterium	1404	bacterium	UP000000935	545693	Representative	Priestia megaterium	Priestia megaterium (strain ATCC 12872 / QMB1551)	2024-07-15
1405-Bacillus-mycoides	1405	Bacillus mycoides	1405, 315730	bacterium	UP000002154	315730	Other	Bacillus mycoides	Bacillus mycoides (strain KBAB4)	2024-07-15
1408-Bacillus-pumilus	1408	Bacillus pumilus	1408	bacterium	UP000001355	315750	Other	Bacillus pumilus	Bacillus pumilus (strain SAFR-032)	2024-07-15
1422-Geobacillus-stearothermophilus	1422	Geobacillus stearothermophilus	1422	bacterium	UP000075424	1422	Other	Geobacillus stearothermophilus	Geobacillus stearothermophilus	2024-07-15
1423-Bacillus-subtilis	1423	Bacillus subtilis	1423, 224308, 535026	bacterium	UP000001570	224308	Representative	Bacillus subtilis	Bacillus subtilis (strain 168)	2024-07-15
1428-Bacillus-thuringiensis	1428	Bacillus thuringiensis	1428, 1435, 29339, 339854, 412694, 527024, 527026	bacterium	UP000001301	281309	Other	Bacillus thuringiensis	Bacillus thuringiensis subsp. konkukian (strain 97-27)	2024-07-15
1454-Schinkia-azotoformans-Bacillus-azotiformans	1454	Schinkia azotoformans (Bacillus azotiformans)	1454	bacterium	UP000006315	1131731	Representative	Schinkia azotoformans (Bacillus azotiformans)	Schinkia azotoformans LMG 9581	2024-07-15
1467-Lederbergia-lenta	1467	Lederbergia lenta	1467	bacterium	UP000249134	1467	Representative	Lederbergia lenta	Lederbergia lenta	2024-07-15
1488-Clostridium-acetobutylicum	1488	Clostridium acetobutylicum	272562	bacterium	UP000000814	272562	Representative	Clostridium acetobutylicum	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	2024-07-15
1491-Clostridium-botulinum	1491	Clostridium botulinum	1491, 36826, 36827, 36829, 36830, 36831, 413999, 441771, 445335, 445338, 508767, 935198, 10000293, 10000294, 10000295, 10000296, 10000297, 10000299, 10000301, 10000302, 10000303, 10000304, 10000305, 10000306	bacterium	UP000001986	441771	Representative	Clostridium botulinum	Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A)	2024-07-15
1492-Clostridium-butyricum	1492	Clostridium butyricum	1492	bacterium	UP000003081	632245	Representative	Clostridium butyricum	Clostridium butyricum E4 str. BoNT E BL5262	2024-07-15
1496-Clostridium-difficile	1496	Clostridium difficile	1496, 645463, 1169127, 10000307, 10002079	bacterium	UP000001978	272563	Representative	Clostridium difficile	Clostridioides difficile (strain 630)	2024-07-15
1502-Clostridium-perfringens	1502	Clostridium perfringens	1502, 107819, 195102	bacterium	UP000000818	195102	Representative	Clostridium perfringens	Clostridium perfringens (strain 13 / Type A)	2024-07-15
1513-Clostridium-tetani	1513	Clostridium tetani	1513, 212717	bacterium	UP000001412	212717	Representative	Clostridium tetani	Clostridium tetani (strain Massachusetts / E88)	2024-07-15
1515-Acetivibrio-thermocellus	1515	Acetivibrio thermocellus	203119	bacterium	UP000002145	203119	Representative	Acetivibrio thermocellus	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)	2024-07-15
1520-Clostridium-beijerinckii	1520	Clostridium beijerinckii	1520, 290402	bacterium	UP000189859	1520	Other	Clostridium beijerinckii	Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052)	2024-07-15
1525-Moorella-thermoacetica	1525	Moorella thermoacetica	264732	bacterium	UP000182811	1525	Representative	Moorella thermoacetica	Moorella thermoacetica	2024-07-15
1531-Enterocloster-clostridioformis	1531	Enterocloster clostridioformis	1531	bacterium	UP000018009	1263065	Representative	Enterocloster clostridioformis	[Clostridium] clostridioforme CAG:132	2024-07-15
1542-Clostridium-novyi	1542	Clostridium novyi	386415	bacterium	UP000008220	386415	Representative	Clostridium novyi	Clostridium novyi (strain NT)	2024-07-15
1584-Lactobacillus-delbrueckii	1584	Lactobacillus delbrueckii	1585	bacterium	UP000001259	390333	Representative	Lactobacillus delbrueckii	Lactobacillus delbrueckii subsp. bulgaricus (strain ATCC 11842 / DSM 20081 / BCRC 10696 / JCM 1002 / NBRC 13953 / NCIMB 11778 / NCTC 12712 / WDCM 00102 / Lb 14)	2024-07-15
1590-Lactiplantibacillus-plantarum	1590	Lactiplantibacillus plantarum	1590	bacterium	UP000000432	220668	Representative	Lactiplantibacillus plantarum	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	2024-07-15
1599-Latilactobacillus-sakei	1599	Latilactobacillus sakei	1599	bacterium	UP000002707	314315	Representative	Latilactobacillus sakei	Latilactobacillus sakei subsp. sakei (strain 23K)	2024-07-15
1604-Lactobacillus-amylovorus	1604	Lactobacillus amylovorus	1604	bacterium	UP000007033	695560	Other	Lactobacillus amylovorus	Lactobacillus amylovorus (strain GRL 1112)	2024-07-15
1605-Ligilactobacillus-animalis	1605	Ligilactobacillus animalis	1605	bacterium	UP000051154	930942	Other	Ligilactobacillus animalis	Ligilactobacillus animalis KCTC 3501 = DSM 20602	2024-07-15
1613-Limosilactobacillus-fermentum	1613	Limosilactobacillus fermentum	1613	bacterium	UP000094714	1613	Representative	Limosilactobacillus fermentum	Limosilactobacillus fermentum	2024-07-15
1622-Ligilactobacillus-murinus	1622	Ligilactobacillus murinus	1235801	bacterium	UP000051612	1423772	Other	Ligilactobacillus murinus	Ligilactobacillus murinus DSM 20452 = NBRC 14221	2024-07-15
1638-Listeria-ivanovii	1638	Listeria ivanovii	1638	bacterium	UP000019261	1457190	Other	Listeria ivanovii	Listeria ivanovii	2024-07-15
1639-Listeria-monocytogenes	1639	Listeria monocytogenes	1639, 169963, 265669, 267409, 267410, 393117, 393124, 393125, 393126, 393128, 393130, 393133, 401650, 552536, 568819, 10000308, 10000309	bacterium	UP000000817	169963	Representative	Listeria monocytogenes	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	2024-07-15
1640-Listeria-seeligeri	1640	Listeria seeligeri	1640	bacterium	UP000523362	1640	Other	Listeria seeligeri	Listeria seeligeri	2024-07-15
1641-Listeria-grayi	1641	Listeria grayi	1641	bacterium	UP000010119	525367	Representative	Listeria grayi	Listeria grayi DSM 20601	2024-07-15
1642-Listeria-innocua	1642	Listeria innocua	1642	bacterium	UP000002513	272626	Other	Listeria innocua	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	2024-07-15
1643-Listeria-welshimeri	1643	Listeria welshimeri	386043	bacterium	UP000000779	386043	Other	Listeria welshimeri	Listeria welshimeri serovar 6b (strain ATCC 35897 / DSM 20650 / CCUG 15529 / CIP 8149 / NCTC 11857 / SLCC 5334 / V8)	2024-07-15
1646-Renibacterium-salmoninarum	1646	Renibacterium salmoninarum	1646	bacterium	UP000002007	288705	Representative	Renibacterium salmoninarum	Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235)	2024-07-15
1660-Schaalia-odontolytica	1660	Schaalia odontolytica	1660	bacterium	UP000250192	1660	Representative	Schaalia odontolytica	Schaalia odontolytica	2024-07-15
1661-Trueperella-pyogenes	1661	Trueperella pyogenes	1661, 10000980	bacterium	UP000275951	1661	Other	Trueperella pyogenes	Trueperella pyogenes	2024-07-15
1664-Arthrobacter-glacialis	1664	Arthrobacter glacialis	1664	bacterium	UP000237061	1664	Representative	Arthrobacter glacialis	Arthrobacter glacialis	2024-07-15
1681-Bifidobacterium-bifidum	1681	Bifidobacterium bifidum	1681	bacterium	UP000006173	484020	Representative	Bifidobacterium bifidum	Bifidobacterium bifidum BGN4	2024-07-15
1685-Bifidobacterium-breve	1685	Bifidobacterium breve	1685	bacterium	UP000003191	518634	Representative	Bifidobacterium breve	Bifidobacterium breve DSM 20213 = JCM 1192	2024-07-15
1717-Corynebacterium-diphtheriae	1717	Corynebacterium diphtheriae	1717, 257309	bacterium	UP000002198	257309	Representative	Corynebacterium diphtheriae	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	2024-07-15
1718-Corynebacterium-glutamicum	1718	Corynebacterium glutamicum	1718, 196627, 340322	bacterium	UP000000582	196627	Representative	Corynebacterium glutamicum	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2024-07-15
1719-Corynebacterium-pseudotuberculosis	1719	Corynebacterium pseudotuberculosis	1719	bacterium	UP000000276	681645	Representative	Corynebacterium pseudotuberculosis	Corynebacterium pseudotuberculosis (strain C231)	2024-07-15
1744-Propionibacterium-freudenreichii	1744	Propionibacterium freudenreichii	1752	bacterium	UP000000936	754252	Representative	Propionibacterium freudenreichii	Propionibacterium freudenreichii subsp. shermanii (strain ATCC 9614 / DSM 4902 / CIP 103027 / NCIMB 8099 / CIRM-BIA1)	2024-07-15
1747-Cutibacterium-acnes	1747	Cutibacterium acnes	1747, 1091045	bacterium	UP000175939	1747	Other	Cutibacterium acnes	Cutibacterium acnes (strain DSM 16379 / KPA171202)	2024-07-15
1764-Mycobacterium-avium	1764	Mycobacterium avium	1764, 1770, 243243, 262316, 1391998, 10000319, 10000328, 10001884	bacterium	UP000000580	262316	Representative	Mycobacterium avium	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10)	2024-07-15
1767-Mycobacterium-intracellulare	1767	Mycobacterium intracellulare	1767, 487521	bacterium	UP000020825	1299331	Representative	Mycobacterium intracellulare	Mycobacterium intracellulare 1956	2024-07-15
1768-Mycobacterium-kansasii	1768	Mycobacterium kansasii	1768	bacterium	UP000516380	1768	Representative	Mycobacterium kansasii	Mycobacterium kansasii	2024-07-15
1769-Mycobacterium-leprae	1769	Mycobacterium leprae	1769, 272631	bacterium	UP000000806	272631	Representative	Mycobacterium leprae	Mycobacterium leprae (strain TN)	2024-07-15
1772-Mycolicibacterium-smegmatis	1772	Mycolicibacterium smegmatis	1772, 246196	bacterium	UP000000757	246196	Representative	Mycolicibacterium smegmatis	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155)	2024-07-15
1773-Mycobacterium-tuberculosis	1773	Mycobacterium tuberculosis	1765, 1773, 33892, 83331, 83332, 182785, 233413, 336982, 348776, 395095, 410289, 419947, 443149, 515616, 515617, 561275, 652616, 1389959, 10000323, 10000329	bacterium	UP000001584	83332	Representative	Mycobacterium tuberculosis	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	2024-07-15
1778-Mycobacterium-gordonae	1778	Mycobacterium gordonae	1778	bacterium	UP000051677	1778	Other	Mycobacterium gordonae	Mycobacterium gordonae	2024-07-15
1781-Mycobacterium-marinum	1781	Mycobacterium marinum	1781, 216594	bacterium	UP000001190	216594	Representative	Mycobacterium marinum	Mycobacterium marinum (strain ATCC BAA-535 / M)	2024-07-15
1783-Mycobacterium-scrofulaceum	1783	Mycobacterium scrofulaceum	1783	bacterium	UP000192601	1783	Other	Mycobacterium scrofulaceum	Mycobacterium scrofulaceum	2024-07-15
1795-Mycolicibacterium-neoaurum	1795	Mycolicibacterium neoaurum	1795	bacterium	UP000018763	700508	Representative	Mycolicibacterium neoaurum	Mycolicibacterium neoaurum VKM Ac-1815D	2024-07-15
