Species Key	Species ID	Species Label	Active Taxa	Group	Proteome Type	Proteome ID	Proteome Organism ID	Proteome Label	Proteome Link	Updated
670-Vibrio-parahaemolyticus	670	Vibrio parahaemolyticus	670, 223926, 419109, 563773, 627611	bacterium	Reference	UP000002493	223926	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) (Strain: RIMD 2210633)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002493	2023-07-14
671-Vibrio-proteolyticus	671	Vibrio proteolyticus	671	bacterium	Non-Redundant	UP000016570	1219065	Vibrio proteolyticus NBRC 13287 (Strain: NBRC 13287)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000016570	2023-07-14
672-Vibrio-vulnificus	672	Vibrio vulnificus	672, 196600, 216895, 914127, 10002557	bacterium	Reference	UP000002675	196600	Vibrio vulnificus (strain YJ016) (Strain: YJ016)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002675	2023-07-14
674-Vibrio-mimicus	674	Vibrio mimicus	674	bacterium	Non-Redundant	UP000004827	671074	Vibrio mimicus VM603 (Strain: VM603)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004827	2023-07-14
703-Plesiomonas-shigelloides	703	Plesiomonas shigelloides	703	bacterium	Reference	UP000014012	1315976	Plesiomonas shigelloides 302-73 (Strain: 302-73)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000014012	2023-07-14
714-Aggregatibacter-actinomycetemcomitans	714	Aggregatibacter actinomycetemcomitans	714, 1035194, 1089447, 10001628	bacterium	Non-Redundant	UP000007847	754507	Aggregatibacter actinomycetemcomitans ANH9381 (Strain: ANH9381)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007847	2023-07-14
715-Actinobacillus-pleuropneumoniae	715	Actinobacillus pleuropneumoniae	715, 40325, 44294, 209841, 228399, 416269, 537457	bacterium	Reference	UP000001432	416269	Actinobacillus pleuropneumoniae serotype 5b (strain L20) (Strain: L20)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001432	2023-07-14
726-Haemophilus-haemolyticus	726	Haemophilus haemolyticus	726	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:726	2023-09-01
727-Haemophilus-influenzae	727	Haemophilus influenzae	725, 727, 71421, 123833, 262727, 262728, 281310, 374927, 374928, 374931, 374932, 374933, 375177, 375432, 456482, 521004, 521005, 656912, 656913, 10000807, 10000833, 10000860, 10000861, 10001042, 10001053, 10001055, 10001056, 10001149, 10001150, 10001155, 10001520, 10001523	bacterium	Reference	UP000000579	71421	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) (Strain: ATCC 51907 / DSM 11121 / KW20 / Rd)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000579	2023-07-14
728-Avibacterium-paragallinarum	728	Avibacterium paragallinarum	728	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:728	2023-09-01
729-Haemophilus-parainfluenzae	729	Haemophilus parainfluenzae	729	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:729	2023-09-01
730-[Haemophilus]-ducreyi	730	[Haemophilus] ducreyi	730, 233412	bacterium	Reference	UP000001022	233412	Haemophilus ducreyi (strain 35000HP / ATCC 700724) (Strain: 35000HP / ATCC 700724)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001022	2023-07-14
731-Histophilus-somni	731	Histophilus somni	731, 205914, 228400	bacterium	Reference	UP000008543	228400	Histophilus somni (strain 2336) (Haemophilus somnus) (Strain: 2336)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008543	2023-07-14
732-Aggregatibacter-aphrophilus	732	Aggregatibacter aphrophilus	732	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:732	2023-09-01
735-Haemophilus-parahaemolyticus	735	Haemophilus parahaemolyticus	735	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:735	2023-09-01
736-Haemophilus-paraphrohaemolyticus	736	Haemophilus paraphrohaemolyticus	736	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:736	2023-09-01
738-Glaesserella-parasuis	738	Glaesserella parasuis	738, 557723, 1117322	bacterium	Reference	UP000006743	557723	Haemophilus parasuis serovar 5 (strain SH0165) (Glaesserella parasuis) (Strain: SH0165)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006743	2023-07-14
747-Pasteurella-multocida	747	Pasteurella multocida	747, 44283, 272843, 10000759	bacterium	Reference	UP000000809	272843	Pasteurella multocida (strain Pm70) (Strain: Pm70)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000809	2023-07-14
769-Anaplasma-centrale	769	Anaplasma centrale	769, 574556	bacterium	Non-Redundant	UP000000630	574556	Anaplasma centrale (strain Israel) (Anaplasma marginale subsp. centrale (strain Israel)) (Strain: Israel)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000630	2023-07-14
770-Anaplasma-marginale	770	Anaplasma marginale	770, 234826, 320483, 10000760	bacterium	Reference	UP000007307	320483	Anaplasma marginale (strain Florida) (Strain: Florida)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007307	2023-07-14
774-Bartonella-bacilliformis	774	Bartonella bacilliformis	774, 360095	bacterium	Reference	UP000000643	360095	Bartonella bacilliformis (strain ATCC 35685 / NCTC 12138 / KC583) (Strain: ATCC 35685 / NCTC 12138 / KC583)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000643	2023-07-14
777-Coxiella-burnetii	777	Coxiella burnetii	777, 227377, 360115, 360116, 360117, 434922, 434923, 434924, 1321945	bacterium	Reference	UP000002671	227377	Coxiella burnetii (strain RSA 493 / Nine Mile phase I) (Strain: RSA 493 / Nine Mile phase I)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002671	2023-07-14
779-Ehrlichia-ruminantium-heartwater-rickettsia	779	Ehrlichia ruminantium (heartwater rickettsia)	779, 254945, 302409	bacterium	Non-Redundant	UP000000533	302409	Ehrlichia ruminantium (strain Gardel) (Strain: Gardel)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000533	2023-07-14
781-Rickettsia-conorii	781	Rickettsia conorii	781, 272944, 302011	bacterium	Non-Redundant	UP000000816	272944	Rickettsia conorii (strain ATCC VR-613 / Malish 7) (Strain: ATCC VR-613 / Malish 7)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000816	2023-07-14
782-Rickettsia-prowazekii	782	Rickettsia prowazekii	782, 272947	bacterium	Reference	UP000002480	272947	Rickettsia prowazekii (strain Madrid E) (Strain: Madrid E)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002480	2023-07-14
783-Rickettsia-rickettsii	783	Rickettsia rickettsii	783, 392021, 452659, 1105104	bacterium	Non-Redundant	UP000006832	392021	Rickettsia rickettsii (strain Sheila Smith) (Strain: Sheila Smith)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006832	2023-07-14
784-Orientia-tsutsugamushi	784	Orientia tsutsugamushi	784, 334380, 357244, 10000761	bacterium	Reference	UP000001565	357244	Orientia tsutsugamushi (strain Boryong) (Rickettsia tsutsugamushi) (Strain: Boryong)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001565	2023-07-14
785-Rickettsia-typhi	785	Rickettsia typhi	785, 257363	bacterium	Non-Redundant	UP000000604	257363	Rickettsia typhi (strain ATCC VR-144 / Wilmington) (Strain: ATCC VR-144 / Wilmington)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000604	2023-07-14
786-Rickettsia-akari-rickettsialpox	786	Rickettsia akari (rickettsialpox)	786, 293614	bacterium	Non-Redundant	UP000006830	293614	Rickettsia akari (strain Hartford) (Strain: Hartford)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006830	2023-07-14
787-Rickettsia-australis	787	Rickettsia australis	787	bacterium	Non-Redundant	UP000007589	1105110	Rickettsia australis (strain Cutlack) (Strain: Cutlack)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007589	2023-07-14
788-Rickettsia-canadensis	788	Rickettsia canadensis	788	bacterium	Non-Redundant	UP000007056	293613	Rickettsia canadensis (strain McKiel) (Strain: McKiel)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007056	2023-07-14
813-Chlamydia-trachomatis	813	Chlamydia trachomatis	813, 272561, 315277, 471472, 471473, 573237, 580047, 596777, 634463, 634464, 672161, 707185, 707186, 759363, 10000763, 10000764, 10000765, 10000766, 10000767, 10000768, 10000769, 10000804, 10000845, 10000853, 10000858, 10001008, 10001085, 10001121, 10001141	bacterium	Reference	UP000000431	272561	Chlamydia trachomatis (strain D/UW-3/Cx) (Strain: D/UW-3/Cx)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000431	2023-07-14
817-Bacteroides-fragilis	817	Bacteroides fragilis	817, 295405	bacterium	Reference	UP000006731	272559	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow) (Strain: ATCC 25285 / DSM 2151 / CCUG 4856 / JCM 11019 / NCTC 9343 / Onslow)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006731	2023-07-14
818-Bacteroides-thetaiotaomicron	818	Bacteroides thetaiotaomicron	818, 226186	bacterium	Reference	UP000001414	226186	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50) (Strain: ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001414	2023-07-14
820-Bacteroides-uniformis	820	Bacteroides uniformis	820	bacterium	Non-Redundant	UP000004110	411479	Bacteroides uniformis (strain ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061) (Strain: ATCC 8492 / DSM 6597 / CCUG 4942 / CIP 103695 / JCM 5828 / KCTC 5204 / NCTC 13054 / VPI 0061)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004110	2023-07-14
821-Phocaeicola-vulgatus	821	Phocaeicola vulgatus	821	bacterium	Reference	UP000002861	435590	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus) (Strain: ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002861	2023-07-14
823-Parabacteroides-distasonis	823	Parabacteroides distasonis	823	bacterium	Representative	UP000000566	435591	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000566	2023-09-01
837-Porphyromonas-gingivalis	837	Porphyromonas gingivalis	837, 242619, 431947, 1125722, 1403335, 1403337, 1403338, 10001081, 10001223	bacterium	Reference	UP000000588	242619	Porphyromonas gingivalis (strain ATCC BAA-308 / W83) (Strain: ATCC BAA-308 / W83)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000588	2023-07-14
851-Fusobacterium-nucleatum-Fusibacterium-nucleatum	851	Fusobacterium nucleatum (Fusibacterium nucleatum)	851, 76856, 190304, 1204474, 1297579, 1316586, 1316587	bacterium	Reference	UP000002521	190304	Fusobacterium nucleatum subsp. nucleatum (strain ATCC 25586 / DSM 15643 / BCRC 10681 / CIP 101130 / JCM 8532 / KCTC 2640 / LMG 13131 / VPI 4355) (Strain: ATCC 25586 / DSM 15643 / BCRC 10681 / CIP 101130 / JCM 8532 / KCTC 2640 / LMG 13131 / VPI 4355)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002521	2023-07-14
853-Faecalibacterium-prausnitzii	853	Faecalibacterium prausnitzii	853	bacterium	Representative	UP000095722	853	Faecalibacterium prausnitzii	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000095722	2023-09-01
891-Desulfuromonas-acetoxidans	891	Desulfuromonas acetoxidans	281689	bacterium	Reference	UP000005695	281689	Desulfuromonas acetoxidans (strain DSM 684 / 11070) (Strain: DSM 684 / 11070)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000005695	2023-07-14
907-Megasphaera-elsdenii	907	Megasphaera elsdenii	907, 1064535	bacterium	Reference	UP000010111	1064535	Megasphaera elsdenii DSM 20460 (Strain: DSM 20460)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000010111	2023-07-14
920-Acidithiobacillus-ferrooxidans	920	Acidithiobacillus ferrooxidans	920	bacterium	Reference	UP000001362	243159	Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) (Ferrobacillus ferrooxidans (strain ATCC 23270)) (Strain: ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001362	2023-07-14
944-Ehrlichia-canis	944	Ehrlichia canis	944, 269484	bacterium	Reference	UP000000435	269484	Ehrlichia canis (strain Jake) (Strain: Jake)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000435	2023-07-14
945-Ehrlichia-chaffeensis	945	Ehrlichia chaffeensis	945, 205920	bacterium	Reference	UP000008320	205920	Ehrlichia chaffeensis (strain ATCC CRL-10679 / Arkansas) (Strain: ATCC CRL-10679 / Arkansas)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008320	2023-07-14
947-Ehrlichia-ewingii	947	Ehrlichia ewingii	947	bacterium	Unreviewed	Unrev_947	947	Ehrlichia ewingii	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:947	2023-07-14
948-Anaplasma-phagocytophilum-agent-of-human-granulocytic-ehrlichiosis	948	Anaplasma phagocytophilum (agent of human granulocytic ehrlichiosis)	948, 212042, 1217107, 1359152, 1359162	bacterium	Reference	UP000001943	212042	Anaplasma phagocytophilum (strain HZ) (Strain: HZ)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001943	2023-07-14
955-Wolbachia-pipientis	955	Wolbachia pipientis	955	bacterium	Reference	UP000175679	955	Wolbachia pipientis (Strain: wPpe)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000175679	2023-07-14
985-Cytophaga-hutchinsonii	985	Cytophaga hutchinsonii	269798	bacterium	Reference	UP000001822	269798	Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465) (Strain: ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001822	2023-07-14
1006-Marivirga-tractuosa	1006	Marivirga tractuosa	1006	bacterium	Reference	UP000008720	643867	Marivirga tractuosa (strain ATCC 23168 / DSM 4126 / NBRC 15989 / NCIMB 1408 / VKM B-1430 / H-43) (Microscilla tractuosa) (Flexibacter tractuosus) (Strain: ATCC 23168 / DSM 4126 / NBRC 15989 / NCIMB 1408 / VKM B-1430 / H-43)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008720	2023-07-14
1018-Capnocytophaga-ochracea	1018	Capnocytophaga ochracea	1018, 521097	bacterium	Reference	UP000006650	521097	Capnocytophaga ochracea (strain ATCC 27872 / DSM 7271 / JCM 12966 / NCTC 12371 / VPI 2845) (Bacteroides ochraceus) (Strain: ATCC 27872 / DSM 7271 / JCM 12966 / VPI 2845)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006650	2023-07-14
1019-Capnocytophaga-sputigena	1019	Capnocytophaga sputigena	1019	bacterium	Non-Redundant	UP000218560	1019	Capnocytophaga sputigena (Strain: H6490)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000218560	2023-07-14
1022-Beggiatoa-alba	1022	Beggiatoa alba	1022	bacterium	Reference	UP000005744	395493	Beggiatoa alba B18LD (Strain: B18LD)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000005744	2023-07-14
1027-Microscilla-marina	1027	Microscilla marina	313606	bacterium	Reference	UP000004095	313606	Microscilla marina ATCC 23134 (Strain: ATCC 23134)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004095	2023-07-14
1063-Cereibacter-sphaeroides	1063	Cereibacter sphaeroides	1063, 272943, 349101, 557760	bacterium	Reference	UP000002703	272943	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides) (Strain: ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002703	2023-07-14
1076-Rhodopseudomonas-palustris	1076	Rhodopseudomonas palustris	1076, 316056	bacterium	Reference	UP000032515	1076	Rhodopseudomonas palustris (Strain: BAL398)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000032515	2023-07-14
1102-Prosthecochloris-aestuarii	1102	Prosthecochloris aestuarii	290512	bacterium	Reference	UP000002725	290512	Prosthecochloris aestuarii (strain DSM 271 / SK 413) (Strain: DSM 271 / SK 413)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002725	2023-07-14
1108-Chloroflexus-aurantiacus	1108	Chloroflexus aurantiacus	324602	bacterium	Reference	UP000002008	324602	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl) (Strain: ATCC 29366 / DSM 635 / J-10-fl)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002008	2023-07-14
1126-Microcystis-aeruginosa	1126	Microcystis aeruginosa	1126	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1126	2023-09-01
1148-Synechocystis-sp-PCC-6803	1148	Synechocystis sp. PCC 6803	1148	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1148	2023-09-01
1173-Anabaena-oscillarioides	1173	Anabaena oscillarioides	1173	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1173	2023-09-01
1206-Trichodesmium-erythraeum	1206	Trichodesmium erythraeum	203124	bacterium	Reference	UP000008878	203124	Trichodesmium erythraeum (strain IMS101) (Strain: IMS101)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008878	2023-07-14
1219-Prochlorococcus-marinus	1219	Prochlorococcus marinus	93058	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:1219	2023-09-01
1245-Leuconostoc-mesenteroides	1245	Leuconostoc mesenteroides	1245	bacterium	Non-Redundant	UP000029446	1429888	Leuconostoc mesenteroides P45 (Strain: P45)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000029446	2023-07-14
1254-Pediococcus-acidilactici	1254	Pediococcus acidilactici	1254	bacterium	Non-Redundant	UP000463188	1254	Pediococcus acidilactici (Strain: FAM20579)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000463188	2023-07-14
1260-Finegoldia-magna	1260	Finegoldia magna	1260, 334413	bacterium	Reference	UP000001319	334413	Finegoldia magna (strain ATCC 29328 / DSM 20472 / WAL 2508) (Peptostreptococcus magnus) (Strain: ATCC 29328 / DSM 20472 / WAL 2508)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001319	2023-07-14
1265-Ruminococcus-flavefaciens	1265	Ruminococcus flavefaciens	1265, 641112	bacterium	Reference	UP000183461	1265	Ruminococcus flavefaciens (Strain: YL228)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000183461	2023-07-14
1270-Micrococcus-luteus	1270	Micrococcus luteus	1270	bacterium	Reference	UP000000738	465515	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus) (Strain: ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000738	2023-07-14
1280-Staphylococcus-aureus	1280	Staphylococcus aureus	1280, 93061, 93062, 158878, 158879, 196620, 273036, 282458, 282459, 359787, 367830, 426430, 451515, 451516, 548470, 548473, 553583, 585155, 754025, 754026, 867914, 904779, 1169408, 1193576, 1242971, 1385527, 1385544, 1409403, 1409562, 1410892, 1411538, 1413414, 1413510, 1417139, 1448840, 1458279, 10001662, 10002121, 10002122, 10002129	bacterium	Reference	UP000008816	93061	Staphylococcus aureus (strain NCTC 8325 / PS 47) (Strain: NCTC 8325 / PS 47)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008816	2023-07-14
