Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
2487134	Clostridium sp. E02		2487134	All-proteins	1	1	0.0	0.0
2492960	Bacillus yapensis	UP000271374	2492960	Representative	1	1	100.0	100.0
2499620	Alphaarterivirus equid	UP000000353	299386	Representative	5	10	100.0	80.0
2499677	Kappaarterivirus wobum	UP000203107	1118369	Representative	5	31	100.0	100.0
2499678	Gammaarterivirus lacdeh	UP000171571	11048	Representative	3	21	100.0	57.14285714285714
2499680	Betaarterivirus suid 1	UP000006687	11049	Representative	9	340	100.0	96.76470588235294
2499685	Betaarterivirus suid 2	UP000104281	28344	Representative	282	6604	99.29078014184395	7.556026650514839
2501929	NL63-related bat coronavirus strain BtKYNL63-9b	UP000277178	1920748	Other	1	1	100.0	100.0
2501960	China Rattus coronavirus HKU24	UP000174571	1590370	Representative	2	4	100.0	100.0
2502994	Fusarium odoratissimum	UP000016929	2502994	Representative	1	1	100.0	100.0
2560288	Deltapolyomavirus ailuropodae	UP000201543	2016463	Representative	1	1	100.0	100.0
2584949	Enterobacter sp. DE0047		2584949	All-proteins	1	1	0.0	0.0
2594813	Fusarium fasciculatum		2594813	All-proteins	1	1	0.0	0.0
2599941	Oligoflexia bacterium	UP000610699	2599941	Representative	1	1	100.0	0.0
2678873	Trimerodytes annularis		2678873	All-proteins	1	1	100.0	100.0
2707005	Paenibacillus lutimineralis	UP000270678	2707005	Representative	1	1	100.0	100.0
2708335	Pangolin coronavirus		2708335	All-proteins	11	4570	100.0	100.0
2748958	Bandavirus dabieense	UP000201130	992212	Representative	1	1	100.0	100.0
2770637	Aestuariibaculum sediminum	UP000600588	2770637	Other	1	1	100.0	100.0
2843841	Betatristromavirus TTV1	UP000009250	10480	Representative	1	2	100.0	100.0
2846071	Rubivirus rubellae	UP000000571	11045	Representative	13	325	100.0	84.61538461538461
2846271	Peeveelvirus PVL	UP000000976	71366	Representative	1	1	100.0	100.0
2851130	Dermatophagoides pteronyssinus virus 3		2851130	All-proteins	2	83	50.0	63.85542168674698
2900548	Actinomycetota bacterium	UP000678472	2900548	Representative	1	1	100.0	0.0
2951618	Lyssavirus hamburg	UP000008926	453115	Representative	1	1	100.0	100.0
2951978	Betanucleorhabdovirus retesonchi	UP000002326	11307	Representative	1	1	100.0	100.0
2955291	Alphainfluenzavirus influenzae	UP000009255	211044	Representative	1212	12427	100.0	51.61342238673855
2955465	Betainfluenzavirus influenzae	UP000113189	1296981	Representative	109	738	99.08256880733946	67.07317073170732
2955935	Gammainfluenzavirus influenzae	UP000008286	11553	Representative	5	18	100.0	83.33333333333334
2978683	Burkholderia orbicola	UP000002169	406425	Non-redundant	7	7	100.0	85.71428571428571
3042615	Paraglaciecola sp. T6c	UP000233828	2058332	Representative	1	1	100.0	0.0
3046277	Orthoflavivirus flavi	UP000000360	11090	Reference	106	4737	100.0	73.86531560059109
3047383	Alphabaculovirus aucalifonicae	UP000008292	46015	Representative	1	1	100.0	100.0
3047386	Badnavirus alphavirgamusae	UP000208078	328670	Representative	1	23	100.0	100.0
3047387	Badnavirus betavirgamusae	UP000207691	1016853	Representative	1	23	100.0	100.0
3047388	Badnavirus gammavirgamusae	UP000202191	1476909	Representative	2	97	100.0	100.0
3047389	Badnavirus deltavirgamusae	UP000208088	328671	Representative	1	22	100.0	100.0
3047677	Comovirus siliquae	UP000007610	31715	Other	2	11	100.0	100.0
3047688	Nepovirus ribis	UP000007614	65743	Other	1	2	100.0	100.0
3047695	Alphabaculovirus bomori	UP000204315	271108	Other	1	5	100.0	100.0
3047725	Orthoflavivirus careyense	UP000232605	64289	Other	1	2	100.0	100.0
3047743	Gyrovirus chickenanemia	UP000007528	73475	Representative	1	3	100.0	100.0
3047771	Comovirus vignae	UP000008589	928299	Reference	1	1	100.0	100.0
3047852	Nepovirus foliumflabelli	UP000009160	12274	Other	1	1	100.0	100.0
3047947	Alphabaculovirus helarmigerae	UP000202587	51313	Representative	1	2	100.0	100.0
3048148	Metapneumovirus hominis	UP000150552	162145	Representative	57	321	100.0	89.09657320872275
3048151	Avibirnavirus gumboroense	UP000107661	10995	Representative	7	26	100.0	88.46153846153845
3048153	Aquabirnavirus salmonidae		3048153	All-proteins	1	1	0.0	0.0
3048158	Orthoflavivirus japonicum	UP000160671	11072	Other	58	1260	100.0	89.44444444444444
3048170	Orthoflavivirus kyasanurense	UP000097483	172148	Other	1	5	100.0	100.0
3048175	Orthoflavivirus langatense	UP000007766	31638	Other	1	1	100.0	100.0
3048184	Orthoflavivirus loupingi	UP000296935	11086	Other	1	1	100.0	100.0
3048215	Orthoflavivirus murrayense	UP000008863	301478	Other	9	54	100.0	98.14814814814817
3048269	Tymovirus physalis	UP000204435	72539	Other	1	2	100.0	100.0
3048278	Circovirus porcine1	UP000180335	133704	Representative	5	22	100.0	50.0
3048279	Circovirus porcine2	UP000000470	85708	Representative	43	131	67.44186046511628	38.93129770992366
3048280	Circovirus porcine3	UP000287927	1868221	Representative	1	4	100.0	100.0
3048287	Orthoflavivirus powassanense	UP000096423	11083	Other	2	13	100.0	100.0
3048308	Orthoflavivirus saboyaense	UP000112648	64314	Other	1	1	100.0	100.0
3048316	Orthoflavivirus sepikense	UP000112296	44026	Other	1	1	100.0	100.0
3048338	Alphabaculovirus spliturae	UP000202667	46242	Other	1	1	100.0	100.0
3048360	Orthoflavivirus tembusu	UP000098575	1207926	Other	9	80	100.0	98.75
3048374	Tombusvirus lycopersici	UP000001666	12147	Representative	1	3	100.0	0.0
3048379	Zetatorquevirus aotid1	UP000007080	766187	Representative	1	5	100.0	100.0
3048395	Betatorquevirus homini1	UP000008779	766183	Representative	1	1	100.0	100.0
3048401	Betatorquevirus homini3	UP000158564	687371	Representative	1	2	100.0	100.0
3048405	Betatorquevirus homini7	UP000114428	687375	Representative	1	2	100.0	100.0
3048406	Betatorquevirus homini8	UP000155130	687376	Representative	1	2	100.0	100.0
3048408	Iotatorquevirus suida1a	UP000007079	766190	Representative	5	15	100.0	13.333333333333334
3048411	Epsilontorquevirus calli1	UP000008780	766186	Representative	2	2	100.0	100.0
3048413	Alphatorquevirus homin1	UP000008778	766182	Representative	1	3	100.0	100.0
3048416	Alphatorquevirus homin14	UP000148310	687353	Representative	1	5	100.0	100.0
3048417	Alphatorquevirus homin15	UP000140739	687354	Representative	1	3	100.0	100.0
3048420	Alphatorquevirus homin19		3048420	All-proteins	1	5	0.0	0.0
3048421	Alphatorquevirus homin2	UP000203082	687341	Representative	1	4	100.0	100.0
3048422	Alphatorquevirus homin20	UP000232833	687359	Representative	1	2	100.0	100.0
3048423	Alphatorquevirus homin21	UP000232847	687360	Representative	1	2	100.0	100.0
3048424	Alphatorquevirus homin24	UP000232628	687363	Other	1	3	100.0	100.0
3048425	Alphatorquevirus cerco7	UP000008261	687364	Representative	1	3	100.0	100.0
3048426	Alphatorquevirus cerco6	UP000170849	687365	Representative	1	5	100.0	100.0
3048427	Alphatorquevirus homin29	UP000232736	687368	Representative	1	4	100.0	100.0
3048428	Alphatorquevirus homin3	UP000008257	687342	Representative	1	4	100.0	100.0
3048429	Alphatorquevirus homin4	UP000007553	687343	Representative	1	6	100.0	100.0
3048431	Alphatorquevirus homin6	UP000008258	687345	Representative	1	2	100.0	100.0
3048432	Alphatorquevirus homin7	UP000172761	687346	Representative	1	3	100.0	100.0
3048448	Orthoflavivirus nilense	UP000096925	1968826	Other	55	1476	100.0	85.77235772357723
3048459	Orthoflavivirus zikaense	UP000054557	64320	Reference	82	6215	100.0	64.4569589702333
3049952	Respirovirus laryngotracheitidis	UP000165616	12730	Representative	2	13	100.0	84.61538461538461
3049953	Respirovirus pneumoniae	UP000162202	11216	Representative	5	43	100.0	74.4186046511628
3049954	Orthopneumovirus hominis	UP000134464	11259	Representative	129	2829	100.0	90.91551785083068
3050243	Varicellovirus bovinealpha1	UP000144590	10320	Representative	34	90	100.0	86.66666666666667
3050245	Varicellovirus bovinealpha5	UP000105204	35244	Other	2	2	100.0	50.0
3050246	Rhadinovirus bovinegamma4	UP000109731	10385	Representative	1	1	100.0	0.0
3050248	Orthopneumovirus bovis	UP000128003	11246	Other	14	759	100.0	77.60210803689066
3050251	Varicellovirus canidalpha1	UP000138111	170325	Representative	1	1	100.0	100.0
3050254	Quwivirus caviidbeta2	UP000102041	33706	Representative	5	143	80.0	97.2027972027972
3050256	Simplexvirus cercopithecinealpha2	UP000137988	10317	Other	1	1	100.0	100.0
3050258	Cytomegalovirus cercopithecinebeta5	UP000116555	50292	Representative	1	1	100.0	100.0
3050276	Varicellovirus equidalpha1	UP000001189	31520	Representative	75	666	100.0	99.84984984984985
3050278	Varicellovirus equidalpha4	UP000009245	10333	Other	3	6	100.0	100.0
3050281	Percavirus equidgamma2	UP000007083	82831	Representative	2	2	50.0	50.0
3050287	Mardivirus gallidalpha2	UP000008072	10389	Representative	22	89	100.0	100.0
3050292	Simplexvirus humanalpha1	UP000009294	10299	Representative	236	1752	99.57627118644068	94.57762557077626
3050293	Simplexvirus humanalpha2	UP000001874	10315	Representative	138	3495	100.0	97.88268955650928
3050294	Varicellovirus humanalpha3	UP000002602	10338	Representative	66	942	100.0	99.15074309978768
3050295	Cytomegalovirus humanbeta5	UP000000938	295027	Representative	903	6080	66.66666666666666	80.52631578947368
3050296	Roseolovirus humanbeta6a	UP000009295	10370	Representative	14	15	100.0	80.0
3050297	Roseolovirus humanbeta6b	UP000006930	36351	Reference	226	7482	99.5575221238938	99.11788291900562
3050298	Roseolovirus humanbeta7	UP000009246	57278	Representative	7	8	85.71428571428571	87.5
3050299	Lymphocryptovirus humangamma4	UP000153037	10377	Representative	365	6138	98.9041095890411	79.48843271423917
3050300	Rhadinovirus humangamma8	UP000000942	868565	Representative	39	706	94.87179487179486	94.3342776203966
3050305	Simplexvirus macacinealpha1	UP000110594	10325	Representative	9	1580	100.0	99.74683544303798
3050308	Cytomegalovirus macacinebeta3	UP000101154	47929	Representative	7	268	100.0	97.01492537313432
3050314	Lymphocryptovirus macacinegamma4	UP000201521	45455	Other	2	67	100.0	100.0
3050315	Rhadinovirus macacinegamma5	UP000122166	83534	Representative	1	1	100.0	0.0
3050323	Muromegalovirus muridbeta1	UP000122533	10366	Representative	89	814	97.75280898876404	92.26044226044226
3050327	Rhadinovirus muridgamma4	UP000099649	33708	Representative	52	78	98.07692307692308	98.71794871794872
3050329	Orthopneumovirus muris	UP000149165	270473	Representative	18	122	100.0	100.0
3050334	Cytomegalovirus paninebeta2	UP000099188	188763	Representative	4	4	100.0	100.0
3050350	Rhadinovirus saimiriinegamma2	UP000000587	10383	Representative	4	5	100.0	100.0
3050355	Varicellovirus suidalpha1	UP000154030	10345	Representative	13	110	100.0	95.45454545454544
3051375	Orthoavulavirus javaense	UP000133442	2560319	Representative	32	698	100.0	92.97994269340974
3051624	Amdoparvovirus carnivoran1	UP000008470	10783	Reference	4	16	100.0	75.0
3051991	Bandavirus guertuense	UP000297151	1763596	Other	1	192	100.0	100.0
3052040	Bocaparvovirus primate1	UP000140113	689403	Reference	2	14	100.0	57.14285714285714
3052041	Bocaparvovirus primate2	UP000098414	573977	Other	1	4	100.0	100.0
3052189	Erythroparvovirus primate1	UP000006624	648237	Reference	12	354	100.0	89.26553672316385
3052195	Etatorquevirus felid1	UP000008781	766188	Representative	1	1	100.0	100.0
3052223	Henipavirus hendraense	UP000008771	928303	Representative	6	13	100.0	100.0
3052225	Henipavirus nipahense	UP000002330	121791	Other	5	28	100.0	100.0
3052230	Hepacivirus hominis	UP000000518	63746	Reference	1282	17583	100.0	30.546550645509868
3052236	Hepacivirus platyrrhini	UP000114117	2847087	Other	1	8	100.0	100.0
3052237	Hepacivirus ratti		3052237	All-proteins	5	7	100.0	100.0
3052294	Luteovirus pavhordei	UP000006722	2169986	Representative	1	1	100.0	0.0
3052296	Mammarenavirus amapariense	UP000127390	2886894	Other	2	3	100.0	100.0
3052299	Mammarenavirus brazilense	UP000009267	2169992	Other	14	991	100.0	99.89909182643795
3052300	Mammarenavirus caliense		3052300	All-proteins	4	13	0.0	0.0
3052303	Mammarenavirus choriomeningitidis	UP000002474	11624	Representative	56	3674	100.0	88.18726183995645
3052304	Mammarenavirus cupixiense	UP000008164	208899	Other	1	1	100.0	100.0
3052307	Mammarenavirus guanaritoense	UP000147629	45219	Other	22	944	100.0	98.6228813559322
3052310	Mammarenavirus lassaense	UP000002473	11622	Representative	75	1529	100.0	72.5310660562459
3052317	Mammarenavirus machupoense	UP000233880	11628	Other	35	904	100.0	90.59734513274336
3052320	Mammarenavirus mopeiaense	UP000119238	11629	Other	2	17	100.0	100.0
3052322	Mammarenavirus oliverosense	UP000009264	42764	Representative	2	3	100.0	100.0
3052323	Mammarenavirus paranaense	UP000009265	2169994	Other	1	1	100.0	100.0
3052325	Mammarenavirus praomyidis	UP000140987	55097	Other	1	1	100.0	100.0
3052328	Mammarenavirus tacaribeense	UP000008026	928313	Representative	7	123	100.0	98.3739837398374
3052331	Mammarenavirus whitewaterense	UP000009268	46919	Representative	9	393	100.0	93.38422391857506
3052342	Morbillivirus canis	UP000007634	11233	Representative	23	151	100.0	81.45695364238411
3052343	Morbillivirus caprinae	UP000180906	31604	Representative	15	215	100.0	64.18604651162791
3052345	Morbillivirus hominis	UP000000833	11235	Representative	49	750	100.0	96.0
3052346	Morbillivirus pecoris	UP000008654	36409	Representative	8	56	100.0	78.57142857142857
3052390	Orthobunyavirus encephalitidis	UP000267394	35305	Other	1	1	100.0	0.0
3052409	Orthobunyavirus lacrosseense	UP000008768	796210	Representative	2	4	100.0	100.0
3052437	Orthobunyavirus schmallenbergense	UP000141581	1133363	Representative	3	8	100.0	100.0
3052458	Orthoebolavirus bundibugyoense	UP000164800	565995	Representative	3	12	100.0	100.0
3052459	Orthoebolavirus restonense	UP000138664	386032	Representative	16	66	100.0	100.0
3052460	Orthoebolavirus sudanense	UP000000277	386033	Other	18	464	100.0	90.08620689655172
3052461	Orthoebolavirus taiense	UP000100390	186541	Other	4	6	100.0	100.0
3052462	Orthoebolavirus zairense	UP000007209	128952	Representative	93	2821	100.0	95.53349875930522
3052464	Orthoflavivirus denguei	UP000002500	11059	Reference	1195	19450	100.0	20.426735218509
3052465	Orthoflavivirus encephalitidis	UP000007402	11088	Other	25	326	100.0	96.62576687116564
3052468	Orthoflavivirus louisense	UP000156857	11080	Other	6	21	100.0	57.14285714285714
3052470	Orthohantavirus bayoui	UP000136583	1980459	Other	1	1	100.0	100.0
3052474	Orthohantavirus chocloense	UP000243631	169173	Other	4	19	100.0	100.0
3052476	Orthohantavirus delgaditoense	UP000124236	1980463	Other	1	2	100.0	100.0
3052477	Orthohantavirus dobravaense	UP000202548	1980467	Other	5	28	100.0	100.0
3052480	Orthohantavirus hantanense	UP000008627	11602	Representative	27	498	100.0	96.18473895582328
3052483	Orthohantavirus khabarovskense	UP000105174	1980475	Other	2	2	100.0	50.0
3052485	Orthohantavirus maporalense	UP000130449	238817	Other	2	6	100.0	100.0
3052486	Orthohantavirus montanoense	UP000111004	1980481	Other	1	3	100.0	66.66666666666666
3052487	Orthohantavirus moroense	UP000243187	1980468	Other	1	2	100.0	100.0
3052489	Orthohantavirus negraense	UP000232894	1980476	Other	4	19	100.0	15.789473684210526
3052492	Orthohantavirus prospectense	UP000242194	1980485	Other	3	4	100.0	75.0
3052493	Orthohantavirus puumalaense	UP000110237	39002	Representative	20	476	100.0	85.71428571428571
3052496	Orthohantavirus sangassouense	UP000170858	1980489	Other	4	12	100.0	100.0
3052498	Orthohantavirus seoulense	UP000207620	12557	Other	7	18	100.0	100.0
3052499	Orthohantavirus sinnombreense	UP000113911	1980491	Other	15	72	100.0	97.2222222222222
3052503	Orthohantavirus tulaense	UP000243699	1980494	Other	4	31	100.0	100.0
3052505	Orthomarburgvirus marburgense	UP000007772	33728	Representative	38	456	100.0	84.64912280701753
3052518	Orthonairovirus haemorrhagiae	UP000108063	1980519	Representative	31	635	100.0	48.66141732283464
3052557	Orthorubulavirus laryngotracheitidis	UP000000472	11214	Representative	2	12	100.0	100.0
3052558	Orthorubulavirus mammalis	UP000007232	11208	Representative	3	3	100.0	100.0
3052560	Orthorubulavirus parotitidis	UP000002331	11171	Representative	51	152	100.0	76.31578947368422
3052562	Orthorubulavirus suis	UP000169747	2898537	Other	1	3	100.0	100.0
3052571	Orthotospovirus citrullomaculosi	UP000201829	1933300	Other	1	3	100.0	100.0
3052585	Orthotospovirus tomatomaculae	UP000006674	36413	Representative	1	1	100.0	100.0
3052599	Pararubulavirus menangleense	UP000144543	152219	Representative	1	2	100.0	0.0
3052608	Pegivirus hominis	UP000137011	54290	Other	6	16	83.33333333333334	68.75
3052619	Pestivirus bovis	UP000002317	11100	Reference	16	1219	100.0	41.42739950779328
3052622	Pestivirus ovis	UP000106705	358764	Other	1	1	100.0	0.0
3052624	Pestivirus scrofae	UP000138377	1689785	Other	1	3	100.0	100.0
3052625	Pestivirus suis	UP000148997	11096	Other	18	244	100.0	78.68852459016394
3052626	Pestivirus tauri	UP000099428	54315	Other	1	2	100.0	50.0
3052676	Phlebovirus riftense	UP000002477	11589	Representative	10	122	100.0	90.1639344262295
3052686	Phlebovirus toscanaense	UP000167928	11590	Representative	1	3	100.0	0.0
3052707	Protoparvovirus carnivoran1	UP000008295	10791	Other	12	798	100.0	95.1127819548872
3052720	Protoparvovirus ungulate1	UP000000468	73487	Other	6	44	100.0	81.81818181818183
3052729	Respirovirus bovis	UP000105282	11215	Representative	2	4	100.0	50.0
3052731	Respirovirus muris	UP000180650	302271	Representative	14	555	100.0	79.45945945945945
3052770	Tetraparvovirus primate1	UP000135600	1511919	Other	1	132	100.0	100.0
3052778	Thetatorquevirus canid1	UP000001295	766189	Representative	1	1	100.0	100.0
10298	Human herpesvirus 1	UP000009294	10299	Representative	237	1753	99.57805907172995	94.58071876782658
10310	Human herpesvirus 2	UP000001874	10315	Representative	138	3495	100.0	97.88268955650928
10325	Macacine alphaherpesvirus 1 (Cercopithecid herpesvirus 1)	UP000110594	10325	Representative	9	1580	100.0	99.74683544303798
10326	Equid alphaherpesvirus 1 (Equid herpesvirus 1)	UP000001189	31520	Representative	75	666	100.0	99.84984984984985
10331	Equid alphaherpesvirus 4 (Equid herpesvirus 4)	UP000009245	10333	Other	3	11	100.0	100.0
10335	Human herpesvirus 3 (Varicella-zoster virus)	UP000002602	10338	Representative	66	974	100.0	99.17864476386036
10345	Suid alphaherpesvirus 1 (Alphaherpesvirus pseudorabies virus PRV)	UP000154030	10345	Representative	13	110	100.0	95.45454545454544
10359	Human herpesvirus 5 (Human cytomegalovirus)	UP000000938	295027	Representative	903	6087	66.66666666666666	80.53228191227205
10366	Murid betaherpesvirus 1 (Mouse cytomegalovirus 1)	UP000122533	10366	Representative	89	814	97.75280898876404	92.26044226044226
10372	Human betaherpesvirus 7 (Herpes simplex virus 7)	UP000009246	57278	Representative	7	8	85.71428571428571	87.5
10376	Human herpesvirus 4 (Epstein Barr virus)	UP000153037	10377	Representative	368	6155	98.91304347826086	79.36636880584891
10381	Saimiriine gammaherpesvirus 2 (Herpesvirus saimiri)	UP000000587	10383	Representative	4	5	100.0	100.0
10390	Gallid alphaherpesvirus 2 (Gallid herpesvirus 2)	UP000008072	10389	Representative	22	108	100.0	100.0
11080	Saint Louis encephalitis virus (St. Louis encephalitis virus)	UP000156857	11080	Other	6	21	100.0	57.14285714285714
11084	Tick-borne encephalitis virus (FSME virus)	UP000007402	11088	Other	25	326	100.0	96.62576687116564
11103	Hepatitis C virus	UP000000518	63746	Reference	467	8547	100.0	39.20673920673921
11191	Murine respirovirus (Sendai virus)	UP000007311	302272	Representative	9	19	100.0	78.94736842105263
11232	Canine morbillivirus (Canine distemper virus)	UP000007634	11233	Representative	12	120	100.0	85.0
11234	Measles morbillivirus (Cell-associated subacute sclerosing panencephalitis)	UP000000833	11235	Representative	49	752	100.0	96.01063829787236
11240	Phocine morbillivirus (Phocine distemper virus)	UP000159978	11240	Other	2	3	100.0	100.0
11241	Rinderpest morbillivirus (Rinderpest virus)	UP000008654	36409	Representative	8	56	100.0	78.57142857142857
11263	Murine orthopneumovirus (Murine pneumonia virus)	UP000149165	270473	Representative	18	122	100.0	100.0
11269	Marburg marburgvirus (Lake Victoria marburgvirus)	UP000007772	33728	Representative	25	320	100.0	79.6875
11320	Influenza A virus	UP000009255	211044	Representative	1249	12625	100.0	51.38217821782178
11520	Influenza B virus (Influenza virus type B)	UP000113189	1296981	Representative	111	741	99.09909909909908	66.80161943319838
11552	Influenza C virus (Influenza C viruses)	UP000008286	11553	Representative	5	18	100.0	83.33333333333334
11620	Lassa mammarenavirus (Lassa virus)	UP000002473	11622	Representative	10	714	100.0	94.39775910364143
11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	UP000002474	11624	Representative	26	2747	100.0	96.10484164543138
11631	Tacaribe mammarenavirus (Tacaribe virus)	UP000008026	928313	Representative	3	10	100.0	80.0
12637	Dengue virus	UP000002500	11059	Reference	1195	19450	100.0	20.426735218509
12657	Equid gammaherpesvirus 2 (Equid herpesvirus 2)	UP000007083	82831	Representative	2	2	50.0	50.0
31604	Small ruminant morbillivirus (Pseudorinderpest virus)	UP000180906	31604	Representative	8	171	100.0	59.06432748538012
32603	Human betaherpesvirus 6A (Human herpesvirus 6A)	UP000009295	10370	Representative	14	15	100.0	80.0
32604	Human betaherpesvirus 6B (Human herpes virus 6B)	UP000006930	36351	Reference	226	7482	99.5575221238938	99.11788291900562
33708	Murid gammaherpesvirus 4 (Murid herpesvirus 4)	UP000099649	33708	Representative	52	78	98.07692307692308	98.71794871794872
37296	Human gammaherpesvirus 8 (Human herpesvirus 8)	UP000000942	868565	Representative	39	706	94.87179487179486	94.3342776203966
45455	Macacine gammaherpesvirus 4 (Cercopithecine herpesvirus 15)	UP000201521	45455	Other	2	67	100.0	100.0
47929	Macacine betaherpesvirus 3 (Cercopithecine herpesvirus 8)	UP000101154	47929	Representative	7	268	100.0	97.01492537313432
63330	Hendra henipavirus (Equine morbillivirus)	UP000008771	928303	Representative	2	3	100.0	100.0
104388	Anatid alphaherpesvirus 1 (Anatid Herpes virus-1)	UP000135812	104388	Representative	1	1	100.0	100.0
154334	Macacine gammaherpesvirus 5 (Cercopithecine herpesvirus 17)	UP000122166	83534	Representative	1	1	100.0	0.0
186538	Zaire ebolavirus (Zaire Ebola virus)	UP000007209	128952	Representative	93	2821	100.0	95.53349875930522
186539	Reston ebolavirus (Ebola virus Reston)	UP000138664	386032	Representative	16	66	100.0	100.0
186540	Sudan ebolavirus (Sudan Ebola virus)	UP000000277	386033	Other	18	464	100.0	90.08620689655172
188763	Panine betaherpesvirus 2 (Chimpanzee cytomegalovirus)	UP000099188	188763	Representative	4	4	100.0	100.0
565995	Bundibugyo ebolavirus (Bundibugyo virus)	UP000164800	565995	Representative	3	12	100.0	100.0
1511862	Carnivore amdoparvovirus 1	UP000008470	10783	Reference	4	16	100.0	75.0
1511871	Primate bocaparvovirus 1	UP000140113	689403	Reference	2	14	100.0	57.14285714285714
1511872	Primate bocaparvovirus 2	UP000098414	573977	Other	1	4	100.0	100.0
1511900	Primate erythroparvovirus 1	UP000006624	648237	Reference	12	354	100.0	89.26553672316385
1511906	Carnivore protoparvovirus 1	UP000008295	10791	Other	12	798	100.0	95.1127819548872
1511910	Ungulate protoparvovirus 1	UP000000468	73487	Other	6	44	100.0	81.81818181818183
1511913	Primate tetraparvovirus 1	UP000135600	1511919	Other	1	132	100.0	100.0
1933187	Rift Valley fever phlebovirus	UP000002477	11589	Representative	11	192	100.0	91.66666666666666
1933264	California encephalitis orthobunyavirus	UP000267394	35305	Other	1	1	100.0	0.0
1980465	Choclo orthohantavirus	UP000243631	169173	Other	4	19	100.0	100.0
1980471	Hantaan orthohantavirus (Hantaan hantavirus)	UP000008627	11602	Representative	13	416	100.0	97.59615384615384
1980475	Khabarovsk orthohantavirus (Khabarovsk hantavirus)	UP000105174	1980475	Other	1	1	100.0	0.0
1980480	Maporal orthohantavirus	UP000130449	238817	Other	2	6	100.0	100.0
1980486	Puumala orthohantavirus (Puumala hantavirus)	UP000110237	39002	Representative	5	266	100.0	96.61654135338344
1980490	Seoul orthohantavirus (Seoul hantavirus)	UP000207620	12557	Other	5	12	100.0	100.0
1980491	Sin Nombre orthohantavirus (Sin Nombre hantavirus)	UP000113911	1980491	Other	8	29	100.0	93.10344827586206
1980519	Crimean-Congo hemorrhagic fever orthonairovirus (Crimean-Congo haemorrhagic fever virus)	UP000008767	652961	Representative	2	59	100.0	98.30508474576273
1985356	Pegivirus C	UP000137011	54290	Other	6	16	83.33333333333334	68.75
2008762	Hepacivirus B	UP000114117	2847087	Other	1	8	100.0	100.0
2008766	Hepacivirus G	UP000124105	2008766	Other	5	7	100.0	100.0
2169700	Alphatectivirus PRD1 (Pseudomonas virus PRD1)	UP000002143	10658	Representative	1	2	100.0	100.0
2169986	Barley yellow dwarf virus PAV (Barley yellow dwarf virus (ISOLATE PAV))	UP000006722	2169986	Representative	1	1	100.0	0.0
2170080	Pestivirus A	UP000002317	11100	Reference	16	1219	100.0	41.42739950779328
2170081	Pestivirus B	UP000099428	54315	Other	1	2	100.0	50.0
2170082	Pestivirus C	UP000148997	11096	Other	18	244	100.0	78.68852459016394
2170083	Pestivirus D	UP000106705	358764	Other	1	1	100.0	0.0
2170090	Pestivirus K	UP000138377	1689785	Other	1	3	100.0	100.0
2170195	Eastern chimpanzee simian foamy virus	UP000241420	2170195	Other	1	12	100.0	100.0
2560319	Avian orthoavulavirus 1 (Avian Paramyxovirus Serotype I)	UP000133442	2560319	Representative	32	698	100.0	92.97994269340974
2560525	Human orthorubulavirus 2 (Human parainfluenza 2 virus)	UP000000472	11214	Representative	2	12	100.0	100.0
2560547	La Crosse orthobunyavirus	UP000008768	796210	Representative	2	4	100.0	100.0
2560580	Mammalian orthorubulavirus 5 (Simian parainfluenza virus 5)	UP000007232	11208	Representative	3	3	100.0	100.0
2560586	Menangle pararubulavirus	UP000144543	152219	Representative	1	2	100.0	0.0
2560602	Mumps orthorubulavirus (Mumps virus)	UP000002331	11171	Representative	51	152	100.0	76.31578947368422
2560743	Schmallenberg orthobunyavirus	UP000141581	1133363	Representative	3	8	100.0	100.0
2697049	SARS-CoV2	UP000464024	2697049	Representative	457	36265	100.0	96.9640148903902
2734478	Toscana phlebovirus	UP000167928	11590	Representative	1	3	100.0	0.0
2747316	Guertu bandavirus (Guertu banyangvirus)	UP000297151	1763596	Other	2	264	100.0	100.0
2846472	Torque teno canid virus 1	UP000001295	766189	Representative	1	1	100.0	100.0
2846480	Torque teno felid virus 1	UP000008781	766188	Representative	1	1	100.0	100.0
10002316	SARS-CoV1		10002316	All-proteins	376	51932	1.5957446808510638	0.0
10002383	Other SARS		10002383	All-proteins	30	3905	0.0	0.0
3047813	Circovirus duck		3047813	All-proteins	1	1	0.0	0.0
3052347	Morbillivirus phocae		3052347	All-proteins	2	3	0.0	0.0
