Unnamed: 0	Organism ID	Organism Name	Accession	Protein Name	Parent Database	Parent Accession	Parent Name	Unnamed: 7	Unnamed: 8	Unnamed: 9	Accession Gene
247	9606	Homo sapiens	SRC247180	Small nuclear ribonucleoprotein Sm D1	UniProt	P62314	Small nuclear ribonucleoprotein Sm D1				SNRPD1
248	9606	Homo sapiens	SRC247445	Ro ribonucleoprotein	UniProt	P10155	60 kDa SS-A/Ro ribonucleoprotein				RO60
249	9606	Homo sapiens	SRC247646	epoxide hydrolase 1, microsomal	UniProt	P07099	Epoxide hydrolase 1				EPHX1
250	9606	Homo sapiens	SRC247653	arachidonate 5-lipoxygenase-activating protein	UniProt	P20292	Arachidonate 5-lipoxygenase-activating protein				ALOX5AP
251	9606	Homo sapiens	SRC247897	Acetylcholinesterase	UniProt	P22303	Acetylcholinesterase				ACHE
252	9606	Homo sapiens	SRC247912	HMG-17	UniProt	P05204	Non-histone chromosomal protein HMG-17				HMGN2
253	9606	Homo sapiens	SRC248250	thyroid stimulating hormone receptor	UniProt	P16473	Thyrotropin receptor				TSHR
254	9606	Homo sapiens	SRC248295	small nuclear ribonucleoprotein polypeptides B and B1	UniProt	P14678	Small nuclear ribonucleoprotein-associated proteins B and B'				SNRPB
255	9606	Homo sapiens	SRC248398	thyroid peroxidase	UniProt	P07202	Thyroid peroxidase				TPO
256	9606	Homo sapiens	SRC248682	Interleukin-6	UniProt	P05231	Interleukin-6				IL6
257	9606	Homo sapiens	SRC248983	sperm autoantigen	UniProt	Q15506	Sperm surface protein Sp17				SPA17
258	9606	Homo sapiens	SRC250683	schlafen family member 5	UniProt	Q08AF3	Schlafen family member 5				SLFN5
259	9606	Homo sapiens	SRC250684	ankyrin repeat domain 30B	UniProt	Q9BXX2	Ankyrin repeat domain-containing protein 30B				ANKRD30B
260	9606	Homo sapiens	SRC250686	proliferating cell nuclear antigen	UniProt	P12004	Proliferating cell nuclear antigen				PCNA
261	9606	Homo sapiens	SRC250688	alpha 1 type VIII collagen	UniProt	P27658	Collagen alpha-1(VIII) chain				COL8A1
262	9606	Homo sapiens	SRC250689	topoisomerase (DNA) III alpha	UniProt	Q13472	DNA topoisomerase 3-alpha				TOP3A
263	9606	Homo sapiens	SRC250691	mitochondrial ribosomal protein L20	UniProt	Q9BYC9	39S ribosomal protein L20, mitochondrial				MRPL20
264	9606	Homo sapiens	SRC250726	NCK-associated protein 1-like	UniProt	P55160	Nck-associated protein 1-like				NCKAP1L
265	9606	Homo sapiens	SRC250731	membrane-spanning 4-domains, subfamily A, member 1	UniProt	P11836	B-lymphocyte antigen CD20				MS4A1
266	9606	Homo sapiens	SRC251105	CD23; Low affinity IgE receptor; Fc epsilon RII	UniProt	P06734	Low affinity immunoglobulin epsilon Fc receptor				FCER2
267	9606	Homo sapiens	SRC251191	thyroid stimulating hormone, beta	UniProt	P01222	Thyrotropin subunit beta				TSHB
268	9606	Homo sapiens	SRC251291	platelet glycoprotein IIIa	UniProt	P05106	Integrin beta-3				ITGB3
269	9606	Homo sapiens	SRC251312	cerebellar degeneration-related antigen 1	UniProt	P51861	Cerebellar degeneration-related antigen 1				CDR1
270	9606	Homo sapiens	SRC251316	kinectin	UniProt	Q86UP2	Kinectin				KTN1
271	9606	Homo sapiens	SRC251509	huntingtin	UniProt	P42858	Huntingtin				HTT
272	9606	Homo sapiens	SRC252091	IFN alpha 2	UniProt	P01579	Interferon gamma				IFNG
273	9606	Homo sapiens	SRC252094	Prion protein	UniProt	P04156	Major prion protein				PRNP
274	9606	Homo sapiens	SRC252130	kininogen-1 isoform 3	UniProt	P01042	Kininogen-1				KNG1
275	9606	Homo sapiens	SRC253586	thymosin beta-4, Y-chromosomal	UniProt	O14604	Thymosin beta-4, Y-chromosomal				TMSB4Y
276	9606	Homo sapiens	SRC253639	Sp110 nuclear body protein	UniProt	Q9HB58	Sp110 nuclear body protein				SP110
277	9606	Homo sapiens	SRC253744	Parathyroid hormone	UniProt	P01270	Parathyroid hormone				PTH
278	9606	Homo sapiens	SRC253980	RAS protein activator like-3	UniProt	Q86YV0	RAS protein activator like-3				RASAL3
279	9606	Homo sapiens	SRC253981	anoctamin-9	UniProt	A1A5B4	Anoctamin-9				ANO9
280	9606	Homo sapiens	SRC255414	60S ribosomal protein L22	UniProt	P35268	60S ribosomal protein L22				RPL22
281	9606	Homo sapiens	SRC255463	DENND3 protein	UniProt	A2RUS2	DENN domain-containing protein 3				DENND3
282	9606	Homo sapiens	SRC255466	dedicator of cytokinesis 6	UniProt	Q96HP0	Dedicator of cytokinesis protein 6				DOCK6
283	9606	Homo sapiens	SRC255582	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked, isoform CRA_a	UniProt	O15523	ATP-dependent RNA helicase DDX3Y				DDX3Y
284	9606	Homo sapiens	SRC256351	calsyntenin 3	UniProt	Q9BQT9	Calsyntenin-3				CLSTN3
285	9606	Homo sapiens	SRC257701	amphiregulin	UniProt	P15514	Amphiregulin				AREG
286	9606	Homo sapiens	SRC257702	rho GTPase-activating protein 4	UniProt	P98171	Rho GTPase-activating protein 4				ARHGAP4
287	9606	Homo sapiens	SRC257724	rho GTPase-activating protein 15	UniProt	Q53QZ3	Rho GTPase-activating protein 15				ARHGAP15
288	9606	Homo sapiens	SRC257751	rho GTPase-activating protein 25	UniProt	P42331	Rho GTPase-activating protein 25				ARHGAP25
289	9606	Homo sapiens	SRC257811	sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform a	UniProt	Q93084	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3				ATP2A3
290	9606	Homo sapiens	SRC257878	CD52	UniProt	P31358	CAMPATH-1 antigen				CD52
291	9606	Homo sapiens	SRC257968	CD69	UniProt	Q07108	Early activation antigen CD69				CD69
292	9606	Homo sapiens	SRC257969	CD79b	UniProt	P40259	B-cell antigen receptor complex-associated protein beta chain				CD79B
293	9606	Homo sapiens	SRC258201	coronin-1A	UniProt	P31146	Coronin-1A				CORO1A
294	9606	Homo sapiens	SRC258231	carboxypeptidase, vitellogenic-like	UniProt	Q9H3G5	Probable serine carboxypeptidase CPVL				CPVL
295	9606	Homo sapiens	SRC258232	colony stimulating factor 3 receptor	UniProt	Q99062	Granulocyte colony-stimulating factor receptor				CSF3R
296	9606	Homo sapiens	SRC258233	dedicator of cytokinesis protein 2	UniProt	Q92608	Dedicator of cytokinesis protein 2				DOCK2
297	9606	Homo sapiens	SRC258234	docking protein 2	UniProt	O60496	Docking protein 2				DOK2
298	9606	Homo sapiens	SRC258235	dual specificity phosphatase 22	UniProt	Q9NRW4	Dual specificity protein phosphatase 22				DUSP22
299	9606	Homo sapiens	SRC258236	ecotropic viral integration site 2B	UniProt	P34910	Protein EVI2B				EVI2B
300	9606	Homo sapiens	SRC258478	zinc transporter 8	UniProt	Q8IWU4	Zinc transporter 8				SLC30A8
301	9606	Homo sapiens	SRC258534	GATA binding protein 2	UniProt	P23769	Endothelial transcription factor GATA-2				GATA2
302	9606	Homo sapiens	SRC258536	intercellular adhesion molecule 3	UniProt	P32942	Intercellular adhesion molecule 3				ICAM3
303	9606	Homo sapiens	SRC258540	integrin, alpha M	UniProt	P11215	Integrin alpha-M				ITGAM
304	9606	Homo sapiens	SRC258542	lymphocyte cytosolic protein 2	UniProt	Q13094	Lymphocyte cytosolic protein 2				LCP2
305	9606	Homo sapiens	SRC258543	lymphoid-restricted membrane protein	UniProt	Q12912	Lymphoid-restricted membrane protein				IRAG2
306	9606	Homo sapiens	SRC258544	lymphotoxin-beta isoform a	UniProt	Q06643	Lymphotoxin-beta				LTB
307	9606	Homo sapiens	SRC258545	tyrosine-protein kinase Lyn isoform B	UniProt	P07948	Tyrosine-protein kinase Lyn				LYN
308	9606	Homo sapiens	SRC258546	Mitogen-activated protein kinase kinase kinase kinase 1	UniProt	Q92918	Mitogen-activated protein kinase kinase kinase kinase 1				MAP4K1
309	9606	Homo sapiens	SRC258547	DNA replication licensing factor MCM5	UniProt	P33992	DNA replication licensing factor MCM5				MCM5
310	9606	Homo sapiens	SRC258548	thrombopoietin receptor	UniProt	P40238	Thrombopoietin receptor				MPL
311	9606	Homo sapiens	SRC258550	neutrophil cytosol factor 4	UniProt	Q15080	Neutrophil cytosol factor 4				NCF4
312	9606	Homo sapiens	SRC258551	nuclear pore membrane glycoprotein 210	UniProt	Q8TEM1	Nuclear pore membrane glycoprotein 210				NUP210
313	9606	Homo sapiens	SRC258555	protein kinase C beta type isoform 2	UniProt	P05771	Protein kinase C beta type				PRKCB
314	9606	Homo sapiens	SRC258556	PH and SEC7 domain-containing protein 4	UniProt	Q8NDX1	PH and SEC7 domain-containing protein 4				PSD4
315	9606	Homo sapiens	SRC258557	proteasome subunit beta type-10	UniProt	P40306	Proteasome subunit beta type-10				PSMB10
316	9606	Homo sapiens	SRC258558	proteasome subunit beta type-8	UniProt	P28062	Proteasome subunit beta type-8				PSMB8
317	9606	Homo sapiens	SRC258559	RAS guanyl-releasing protein 2	UniProt	Q7LDG7	RAS guanyl-releasing protein 2				RASGRP2
318	9606	Homo sapiens	SRC258560	L-selectin	UniProt	P14151	L-selectin				SELL
319	9606	Homo sapiens	SRC258561	P-selectin glycoprotein ligand 1	UniProt	Q14242	P-selectin glycoprotein ligand 1				SELPLG
320	9606	Homo sapiens	SRC258563	suppressor of cytokine signaling 2	UniProt	O14508	Suppressor of cytokine signaling 2				SOCS2
321	9606	Homo sapiens	SRC258564	synaptogyrin 1a	UniProt	O43759	Synaptogyrin-1				SYNGR1
322	9606	Homo sapiens	SRC258565	zinc finger protein 36, C3H1 type-like 2	UniProt	Q07352	mRNA decay activator protein ZFP36L1				ZFP36L1
323	9606	Homo sapiens	SRC258627	CD37	UniProt	P11049	Leukocyte antigen CD37				CD37
324	9606	Homo sapiens	SRC258629	integrin alpha L	UniProt	P20701	Integrin alpha-L				ITGAL
325	9606	Homo sapiens	SRC263519	par-3 partitioning defective 3 homolog B	UniProt	Q8TEW0	Partitioning defective 3 homolog				PARD3
326	9606	Homo sapiens	SRC263551	Toll-like receptor 1	UniProt	Q15399	Toll-like receptor 1				TLR1
327	9606	Homo sapiens	SRC264987	melanocortin 1 receptor	UniProt	Q01726	Melanocyte-stimulating hormone receptor				MC1R
328	9606	Homo sapiens	SRC265215	BRCA1 associated RING domain 1	UniProt	Q99728	BRCA1-associated RING domain protein 1				BARD1
329	9606	Homo sapiens	SRC265235	aggrecan	UniProt	P16112	Aggrecan core protein				ACAN
330	9606	Homo sapiens	SRC265908	Tyrosine-protein kinase ABL1	UniProt	P00519	Tyrosine-protein kinase ABL1				ABL1
331	9606	Homo sapiens	SRC268294	Proteinase-activated receptor 4	UniProt	Q96RI0	Proteinase-activated receptor 4				F2RL3
332	9606	Homo sapiens	SRC268295	Retinoic acid receptor alpha	UniProt	P10276	Retinoic acid receptor alpha				RARA
333	9606	Homo sapiens	SRC268296	Myc proto-oncogene protein	UniProt	P01106	Myc proto-oncogene protein				MYC
334	9606	Homo sapiens	SRC268299	Tubulin beta chain	UniProt	P07437	Tubulin beta chain				TUBB
335	9606	Homo sapiens	SRC268300	Major vault protein	UniProt	Q14764	Major vault protein				MVP
336	9606	Homo sapiens	SRC268302	Histone H1.4	UniProt	P10412	Histone H1.4				H1-4
337	9606	Homo sapiens	SRC268303	Endoplasmin	UniProt	P14625	Endoplasmin				HSP90B1
338	9606	Homo sapiens	SRC269171	neuronal acetylcholine receptor subunit alpha-9	UniProt	Q9UGM1	Neuronal acetylcholine receptor subunit alpha-9				CHRNA9
339	9606	Homo sapiens	SRC269179	Uridine-cytidine kinase-like 1	UniProt	Q9NWZ5	Uridine-cytidine kinase-like 1				UCKL1
340	9606	Homo sapiens	SRC279637	Non-receptor tyrosine-protein kinase TYK2	UniProt	P29597	Non-receptor tyrosine-protein kinase TYK2				TYK2
341	9606	Homo sapiens	SRC279638	Alpha-1-antitrypsin	UniProt	P01009	Alpha-1-antitrypsin				SERPINA1
342	9606	Homo sapiens	SRC279652	lutropin-choriogonadotropic hormone receptor precursor	UniProt	P22888	Lutropin-choriogonadotropic hormone receptor				LHCGR
343	9606	Homo sapiens	SRC279653	plasminogen activator inhibitor 1 isoform 1 precursor	UniProt	P05121	Plasminogen activator inhibitor 1				SERPINE1
344	9606	Homo sapiens	SRC279944	Islet cell autoantigen 1	UniProt	Q05084	Islet cell autoantigen 1				ICA1
345	9606	Homo sapiens	SRC279945	Myelin basic protein	UniProt	P02686	Myelin basic protein				MBP
346	9606	Homo sapiens	SRC279952	Glutamate receptor ionotropic, NMDA 2A	UniProt	Q12879	Glutamate receptor ionotropic, NMDA 2A				GRIN2A
347	9606	Homo sapiens	SRC279953	Glyceraldehyde-3-phosphate dehydrogenase	UniProt	P04406	Glyceraldehyde-3-phosphate dehydrogenase				GAPDH
348	9606	Homo sapiens	SRC279957	Tyrosinase	UniProt	P14679	Tyrosinase				TYR
349	9606	Homo sapiens	SRC279977	Myelin proteolipid protein	UniProt	P60201	Myelin proteolipid protein				PLP1
350	9606	Homo sapiens	SRC279983	Collagen alpha-3(IV) chain	UniProt	Q01955	Collagen alpha-3(IV) chain				COL4A3
351	9606	Homo sapiens	SRC279985	Tyrosine-protein phosphatase non-receptor type 11	UniProt	Q06124	Tyrosine-protein phosphatase non-receptor type 11				PTPN11
352	9606	Homo sapiens	SRC279997	Cytochrome P450 2D6	UniProt	P10635	Cytochrome P450 2D6				CYP2D6
353	9606	Homo sapiens	SRC280005	Carcinoembryonic antigen-related cell adhesion molecule 5	UniProt	P06731	Carcinoembryonic antigen-related cell adhesion molecule 5				CEACAM5
354	9606	Homo sapiens	SRC280010	Glutamate decarboxylase 1	UniProt	Q99259	Glutamate decarboxylase 1				GAD1
355	9606	Homo sapiens	SRC280012	Serine/threonine-protein kinase 38-like	UniProt	Q9Y2H1	Serine/threonine-protein kinase 38-like				STK38L
356	9606	Homo sapiens	SRC280038	Beta-2-glycoprotein 1	UniProt	P02749	Beta-2-glycoprotein 1				APOH
357	9606	Homo sapiens	SRC280045	Coagulation factor VIII	UniProt	P00451	Coagulation factor VIII				F8
358	9606	Homo sapiens	SRC280058	Band 3 anion transport protein	UniProt	P02730	Band 3 anion transport protein				SLC4A1
359	9606	Homo sapiens	SRC280060	Melanoma-associated antigen 3	UniProt	P43357	Melanoma-associated antigen 3				MAGEA3
360	9606	Homo sapiens	SRC280062	Low-density lipoprotein receptor	UniProt	P01130	Low-density lipoprotein receptor				LDLR
361	9606	Homo sapiens	SRC280073	Zona pellucida sperm-binding protein 3	UniProt	P21754	Zona pellucida sperm-binding protein 3				ZP3
362	9606	Homo sapiens	SRC280075	Macrophage migration inhibitory factor	UniProt	P14174	Macrophage migration inhibitory factor				MIF
363	9606	Homo sapiens	SRC280083	Histone H1.0	UniProt	P07305	Histone H1.0				H1-0
364	9606	Homo sapiens	SRC280085	Vascular endothelial growth factor B	UniProt	P49765	Vascular endothelial growth factor B				VEGFB
365	9606	Homo sapiens	SRC280088	HLA class II histocompatibility antigen gamma chain	UniProt	P04233	HLA class II histocompatibility antigen gamma chain				CD74
366	9606	Homo sapiens	SRC280090	60 kDa heat shock protein, mitochondrial	UniProt	P10809	60 kDa heat shock protein, mitochondrial				HSPD1
367	9606	Homo sapiens	SRC280092	CD48 antigen	UniProt	P09326	CD48 antigen				CD48
368	9606	Homo sapiens	SRC280097	Actin, cytoplasmic 2	UniProt	P63261	Actin, cytoplasmic 2				ACTG1
369	9606	Homo sapiens	SRC280098	Histone H2B type 2-E	UniProt	Q16778	Histone H2B type 2-E				H2BC21
370	9606	Homo sapiens	SRC280104	Epidermal growth factor receptor	UniProt	P00533	Epidermal growth factor receptor				EGFR
371	9606	Homo sapiens	SRC280105	Beta-2-microglobulin	UniProt	P61769	Beta-2-microglobulin				B2M
372	9606	Homo sapiens	SRC280112	Alpha-crystallin B chain	UniProt	P02511	Alpha-crystallin B chain				CRYAB
373	9606	Homo sapiens	SRC280114	Muscarinic acetylcholine receptor M3	UniProt	P20309	Muscarinic acetylcholine receptor M3				CHRM3
374	9606	Homo sapiens	SRC280119	Myosin-binding protein C, fast-type	UniProt	Q14324	Myosin-binding protein C, fast-type				MYBPC2
375	9606	Homo sapiens	SRC280121	U1 small nuclear ribonucleoprotein A	UniProt	P09012	U1 small nuclear ribonucleoprotein A				SNRPA
376	9606	Homo sapiens	SRC280122	Small nuclear ribonucleoprotein G	UniProt	P62308	Small nuclear ribonucleoprotein G				SNRPG
377	9606	Homo sapiens	SRC280123	Guanine nucleotide-binding protein G(o) subunit alpha	UniProt	P09471	Guanine nucleotide-binding protein G(o) subunit alpha				GNAO1
378	9606	Homo sapiens	SRC280129	60 kDa SS-A/Ro ribonucleoprotein	UniProt	P10155	60 kDa SS-A/Ro ribonucleoprotein				RO60
379	9606	Homo sapiens	SRC280144	60S ribosomal protein L13	UniProt	P26373	60S ribosomal protein L13				RPL13
380	9606	Homo sapiens	SRC280152	Septin-6	UniProt	Q14141	Septin-6				SEPTIN6
381	9606	Homo sapiens	SRC280155	Stromelysin-1	UniProt	P08254	Stromelysin-1				MMP3
382	9606	Homo sapiens	SRC280157	Fibrinogen alpha chain	UniProt	P02671	Fibrinogen alpha chain				FGA
383	9606	Homo sapiens	SRC280158	SH3 and multiple ankyrin repeat domains protein 3	UniProt	Q9BYB0	SH3 and multiple ankyrin repeat domains protein 3				SHANK3
384	9606	Homo sapiens	SRC280162	S-arrestin	UniProt	P10523	S-arrestin				SAG
385	9606	Homo sapiens	SRC280173	Cellular tumor antigen p53	UniProt	P04637	Cellular tumor antigen p53				TP53
386	9606	Homo sapiens	SRC280174	Fibrinogen beta chain	UniProt	P02675	Fibrinogen beta chain				FGB
387	9606	Homo sapiens	SRC280175	Filaggrin	UniProt	P20930	Filaggrin				FLG
388	9606	Homo sapiens	SRC280181	Follicle-stimulating hormone receptor	UniProt	P23945	Follicle-stimulating hormone receptor				FSHR
389	9606	Homo sapiens	SRC280182	Choriogonadotropin subunit beta	UniProt	P0DN86	Choriogonadotropin subunit beta 3				CGB8
390	9606	Homo sapiens	SRC280183	Pleckstrin	UniProt	P08567	Pleckstrin				PLEK
391	9606	Homo sapiens	SRC280187	Fms-related tyrosine kinase 3 ligand	UniProt	P49771	Fms-related tyrosine kinase 3 ligand				FLT3LG
392	9606	Homo sapiens	SRC280188	CD99 antigen	UniProt	P14209	CD99 antigen				CD99
393	9606	Homo sapiens	SRC280189	Retinol-binding protein 3	UniProt	P10745	Retinol-binding protein 3				RBP3
394	9606	Homo sapiens	SRC280190	Pro-cathepsin H	UniProt	P09668	Pro-cathepsin H				CTSH
395	9606	Homo sapiens	SRC280191	Coagulation factor IX	UniProt	P00740	Coagulation factor IX				F9
396	9606	Homo sapiens	SRC280198	Caspase-8	UniProt	Q14790	Caspase-8				CASP8
397	9606	Homo sapiens	SRC280203	Collagen alpha-1(XI) chain	UniProt	P12107	Collagen alpha-1(XI) chain				COL11A1
398	9606	Homo sapiens	SRC280207	Integrin beta-2	UniProt	P05107	Integrin beta-2				ITGB2
399	9606	Homo sapiens	SRC280210	Lysosomal-associated transmembrane protein 5	UniProt	Q13571	Lysosomal-associated transmembrane protein 5				LAPTM5
400	9606	Homo sapiens	SRC280218	Actin, gamma-enteric smooth muscle	UniProt	P63267	Actin, gamma-enteric smooth muscle				ACTG2
401	9606	Homo sapiens	SRC280222	NEDD4-binding protein 2	UniProt	Q86UW6	NEDD4-binding protein 2				N4BP2
402	9606	Homo sapiens	SRC280223	Oligodendrocyte-myelin glycoprotein	UniProt	P23515	Oligodendrocyte-myelin glycoprotein				OMG
403	9606	Homo sapiens	SRC280226	Dipeptidyl peptidase 1	UniProt	P53634	Dipeptidyl peptidase 1				CTSC
404	9606	Homo sapiens	SRC280227	Cation-independent mannose-6-phosphate receptor	UniProt	P11717	Cation-independent mannose-6-phosphate receptor				IGF2R
405	9606	Homo sapiens	SRC280228	Melanoma antigen preferentially expressed in tumors	UniProt	P78395	Melanoma antigen preferentially expressed in tumors				PRAME
406	9606	Homo sapiens	SRC280232	Gamma-interferon-inducible lysosomal thiol reductase	UniProt	P13284	Gamma-interferon-inducible lysosomal thiol reductase				IFI30
407	9606	Homo sapiens	SRC280233	Elongation factor 1-alpha 1	UniProt	P68104	Elongation factor 1-alpha 1				EEF1A1
408	9606	Homo sapiens	SRC280239	Heat shock 70 kDa protein 6	UniProt	P17066	Heat shock 70 kDa protein 6				HSPA6
409	9606	Homo sapiens	SRC280245	Desmoglein-1	UniProt	Q02413	Desmoglein-1				DSG1
410	9606	Homo sapiens	SRC280249	Cadherin-13	UniProt	P55290	Cadherin-13				CDH13
411	9606	Homo sapiens	SRC280255	Chondroitin sulfate proteoglycan 4	UniProt	Q6UVK1	Chondroitin sulfate proteoglycan 4				CSPG4
412	9606	Homo sapiens	SRC280258	U1 small nuclear ribonucleoprotein 70 kDa	UniProt	P08621	U1 small nuclear ribonucleoprotein 70 kDa				SNRNP70
413	9606	Homo sapiens	SRC280262	Cytochrome c oxidase subunit 6C	UniProt	P09669	Cytochrome c oxidase subunit 6C				COX6C
414	9606	Homo sapiens	SRC280263	Erythropoietin receptor	UniProt	P19235	Erythropoietin receptor				EPOR
415	9606	Homo sapiens	SRC280264	Baculoviral IAP repeat-containing protein 5	UniProt	O15392	Baculoviral IAP repeat-containing protein 5				BIRC5
416	9606	Homo sapiens	SRC280265	ATP-binding cassette sub-family F member 3	UniProt	Q9NUQ8	ATP-binding cassette sub-family F member 3				ABCF3
417	9606	Homo sapiens	SRC280266	Glycophorin-A	UniProt	P02724	Glycophorin-A				GYPA
418	9606	Homo sapiens	SRC280271	Heterogeneous nuclear ribonucleoprotein C-like 1	UniProt	O60812	Heterogeneous nuclear ribonucleoprotein C-like 1				HNRNPCL1
419	9606	Homo sapiens	SRC280273	Muscarinic acetylcholine receptor M2	UniProt	P08172	Muscarinic acetylcholine receptor M2				CHRM2
420	9606	Homo sapiens	SRC280275	Melanocortin receptor 3	UniProt	P41968	Melanocortin receptor 3				MC3R
421	9606	Homo sapiens	SRC280278	PR domain zinc finger protein 1	UniProt	O75626	PR domain zinc finger protein 1				PRDM1
422	9606	Homo sapiens	SRC280279	Histone demethylase UTY	UniProt	O14607	Histone demethylase UTY				UTY
423	9606	Homo sapiens	SRC280281	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	UniProt	Q15027	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1				ACAP1
